order_date,product_id,order_qty,year,month,day_of_week,is_weekend
2017-01-21,P02,2257,2017,1,5,1
2017-01-21,P03,1804,2017,1,5,1
2017-01-21,P04,1443,2017,1,5,1
2017-01-21,P05,1163,2017,1,5,1
2017-01-22,P01,1257,2017,1,6,1
2017-01-22,P02,2219,2017,1,6,1
2017-01-22,P03,1783,2017,1,6,1
2017-01-22,P04,1480,2017,1,6,1
2017-01-22,P05,1101,2017,1,6,1
2017-01-23,P01,1267,2017,1,0,0
2017-01-23,P02,2260,2017,1,0,0
2017-01-23,P03,1873,2017,1,0,0
2017-01-23,P04,1472,2017,1,0,0
2017-01-23,P05,1136,2017,1,0,0
2017-01-24,P01,1263,2017,1,1,0
2017-01-24,P02,2249,2017,1,1,0
2017-01-24,P03,1808,2017,1,1,0
2017-01-24,P04,1455,2017,1,1,0
2017-01-24,P05,1168,2017,1,1,0
2017-01-25,P01,1244,2017,1,2,0
2017-01-25,P02,2231,2017,1,2,0
2017-01-25,P03,1837,2017,1,2,0
2017-01-25,P04,1431,2017,1,2,0
2017-01-25,P05,1167,2017,1,2,0
2017-01-26,P01,1296,2017,1,3,0
2017-01-26,P02,2243,2017,1,3,0
2017-01-26,P03,1856,2017,1,3,0
2017-01-26,P04,1450,2017,1,3,0
2017-01-26,P05,1158,2017,1,3,0
2017-01-27,P01,1288,2017,1,4,0
2017-01-27,P02,2284,2017,1,4,0
2017-01-27,P03,1892,2017,1,4,0
2017-01-27,P04,1455,2017,1,4,0
2017-01-27,P05,1232,2017,1,4,0
2017-01-28,P01,1278,2017,1,5,1
2017-01-28,P02,2238,2017,1,5,1
2017-01-28,P03,1851,2017,1,5,1
2017-01-28,P04,1465,2017,1,5,1
2017-01-28,P05,1211,2017,1,5,1
2017-01-29,P01,1293,2017,1,6,1
2017-01-29,P02,2254,2017,1,6,1
2017-01-29,P03,1877,2017,1,6,1
2017-01-29,P04,1493,2017,1,6,1
2017-01-29,P05,1153,2017,1,6,1
2017-01-30,P01,1265,2017,1,0,0
2017-01-30,P02,2279,2017,1,0,0
2017-01-30,P03,1885,2017,1,0,0
2017-01-30,P04,1451,2017,1,0,0
2017-01-30,P05,1174,2017,1,0,0
2017-01-31,P01,1316,2017,1,1,0
2017-01-31,P02,2306,2017,1,1,0
2017-01-31,P03,1902,2017,1,1,0
2017-01-31,P04,1491,2017,1,1,0
2017-01-31,P05,1210,2017,1,1,0
2017-02-01,P01,1294,2017,2,2,0
2017-02-01,P02,2262,2017,2,2,0
2017-02-01,P03,1895,2017,2,2,0
2017-02-01,P04,1487,2017,2,2,0
2017-02-01,P05,1153,2017,2,2,0
2017-02-02,P01,1279,2017,2,3,0
2017-02-02,P02,2298,2017,2,3,0
2017-02-02,P03,1881,2017,2,3,0
2017-02-02,P04,1516,2017,2,3,0
2017-02-02,P05,1190,2017,2,3,0
2017-02-03,P01,1271,2017,2,4,0
2017-02-03,P02,2306,2017,2,4,0
2017-02-03,P03,1903,2017,2,4,0
2017-02-03,P04,1512,2017,2,4,0
2017-02-03,P05,1152,2017,2,4,0
2017-02-04,P01,1274,2017,2,5,1
2017-02-04,P02,2285,2017,2,5,1
2017-02-04,P03,1887,2017,2,5,1
2017-02-04,P04,1477,2017,2,5,1
2017-02-04,P05,1183,2017,2,5,1
2017-02-05,P01,1318,2017,2,6,1
2017-02-05,P02,2270,2017,2,6,1
2017-02-05,P03,1901,2017,2,6,1
2017-02-05,P04,1492,2017,2,6,1
2017-02-05,P05,1165,2017,2,6,1
2017-02-06,P01,1289,2017,2,0,0
2017-02-06,P02,2284,2017,2,0,0
2017-02-06,P03,1884,2017,2,0,0
2017-02-06,P04,1474,2017,2,0,0
2017-02-06,P05,1153,2017,2,0,0
2017-02-07,P01,1299,2017,2,1,0
2017-02-07,P02,2293,2017,2,1,0
2017-02-07,P03,1883,2017,2,1,0
2017-02-07,P04,1490,2017,2,1,0
2017-02-07,P05,1189,2017,2,1,0
2017-02-08,P01,1223,2017,2,2,0
2017-02-08,P02,2306,2017,2,2,0
2017-02-08,P03,1880,2017,2,2,0
2017-02-08,P04,1456,2017,2,2,0
2017-02-08,P05,1168,2017,2,2,0
2017-02-09,P01,1263,2017,2,3,0
2017-02-09,P02,2282,2017,2,3,0
2017-02-09,P03,1925,2017,2,3,0
2017-02-09,P04,1511,2017,2,3,0
2017-02-09,P05,1196,2017,2,3,0
2017-02-10,P01,1266,2017,2,4,0
2017-02-10,P02,2318,2017,2,4,0
2017-02-10,P03,1892,2017,2,4,0
2017-02-10,P04,1484,2017,2,4,0
2017-02-10,P05,1160,2017,2,4,0
2017-02-11,P01,1294,2017,2,5,1
2017-02-11,P02,2298,2017,2,5,1
2017-02-11,P03,1904,2017,2,5,1
2017-02-11,P04,1507,2017,2,5,1
2017-02-11,P05,1201,2017,2,5,1
2017-02-12,P01,1356,2017,2,6,1
2017-02-12,P02,2295,2017,2,6,1
2017-02-12,P03,1938,2017,2,6,1
2017-02-12,P04,1511,2017,2,6,1
2017-02-12,P05,1226,2017,2,6,1
2017-02-13,P01,1266,2017,2,0,0
2017-02-13,P02,2291,2017,2,0,0
2017-02-13,P03,1935,2017,2,0,0
2017-02-13,P04,1512,2017,2,0,0
2017-02-13,P05,1228,2017,2,0,0
2017-02-14,P01,1299,2017,2,1,0
2017-02-14,P02,2337,2017,2,1,0
2017-02-14,P03,1897,2017,2,1,0
2017-02-14,P04,1439,2017,2,1,0
2017-02-14,P05,1200,2017,2,1,0
2017-02-15,P01,1324,2017,2,2,0
2017-02-15,P02,2336,2017,2,2,0
2017-02-15,P03,1920,2017,2,2,0
2017-02-15,P04,1508,2017,2,2,0
2017-02-15,P05,1208,2017,2,2,0
2017-02-16,P01,1310,2017,2,3,0
2017-02-16,P02,2341,2017,2,3,0
2017-02-16,P03,1878,2017,2,3,0
2017-02-16,P04,1476,2017,2,3,0
2017-02-16,P05,1227,2017,2,3,0
2017-02-17,P01,1290,2017,2,4,0
2017-02-17,P02,2330,2017,2,4,0
2017-02-17,P03,1874,2017,2,4,0
2017-02-17,P04,1514,2017,2,4,0
2017-02-17,P05,1197,2017,2,4,0
2017-02-18,P01,1291,2017,2,5,1
2017-02-18,P02,2295,2017,2,5,1
2017-02-18,P03,1888,2017,2,5,1
2017-02-18,P04,1487,2017,2,5,1
2017-02-18,P05,1218,2017,2,5,1
2017-02-19,P01,1317,2017,2,6,1
2017-02-19,P02,2352,2017,2,6,1
2017-02-19,P03,1894,2017,2,6,1
2017-02-19,P04,1513,2017,2,6,1
2017-02-19,P05,1198,2017,2,6,1
2017-02-20,P01,1308,2017,2,0,0
2017-02-20,P02,2352,2017,2,0,0
2017-02-20,P03,1863,2017,2,0,0
2017-02-20,P04,1569,2017,2,0,0
2017-02-20,P05,1197,2017,2,0,0
2017-02-21,P01,1311,2017,2,1,0
2017-02-21,P02,2289,2017,2,1,0
2017-02-21,P03,1918,2017,2,1,0
2017-02-21,P04,1573,2017,2,1,0
2017-02-21,P05,1226,2017,2,1,0
2017-02-22,P01,1315,2017,2,2,0
2017-02-22,P02,2324,2017,2,2,0
2017-02-22,P03,1865,2017,2,2,0
2017-02-22,P04,1496,2017,2,2,0
2017-02-22,P05,1226,2017,2,2,0
2017-02-23,P01,1303,2017,2,3,0
2017-02-23,P02,2318,2017,2,3,0
2017-02-23,P03,1895,2017,2,3,0
2017-02-23,P04,1536,2017,2,3,0
2017-02-23,P05,1190,2017,2,3,0
2017-02-24,P01,1324,2017,2,4,0
2017-02-24,P02,2307,2017,2,4,0
2017-02-24,P03,1928,2017,2,4,0
2017-02-24,P04,1470,2017,2,4,0
2017-02-24,P05,1226,2017,2,4,0
2017-02-25,P01,1302,2017,2,5,1
2017-02-25,P02,2362,2017,2,5,1
2017-02-25,P03,1902,2017,2,5,1
2017-02-25,P04,1549,2017,2,5,1
2017-02-25,P05,1206,2017,2,5,1
2017-02-26,P01,1310,2017,2,6,1
2017-02-26,P02,2303,2017,2,6,1
2017-02-26,P03,1946,2017,2,6,1
2017-02-26,P04,1501,2017,2,6,1
2017-02-26,P05,1252,2017,2,6,1
2017-02-27,P01,1278,2017,2,0,0
2017-02-27,P02,2317,2017,2,0,0
2017-02-27,P03,1941,2017,2,0,0
2017-02-27,P04,1469,2017,2,0,0
2017-02-27,P05,1229,2017,2,0,0
2017-02-28,P01,1368,2017,2,1,0
2017-02-28,P02,2310,2017,2,1,0
2017-02-28,P03,1903,2017,2,1,0
2017-02-28,P04,1556,2017,2,1,0
2017-02-28,P05,1171,2017,2,1,0
2017-03-01,P01,1325,2017,3,2,0
2017-03-01,P02,2314,2017,3,2,0
2017-03-01,P03,1952,2017,3,2,0
2017-03-01,P04,1508,2017,3,2,0
2017-03-01,P05,1236,2017,3,2,0
2017-03-02,P01,1313,2017,3,3,0
2017-03-02,P02,2316,2017,3,3,0
2017-03-02,P03,1925,2017,3,3,0
2017-03-02,P04,1578,2017,3,3,0
2017-03-02,P05,1230,2017,3,3,0
2017-03-03,P01,1347,2017,3,4,0
2017-03-03,P02,2274,2017,3,4,0
2017-03-03,P03,1941,2017,3,4,0
2017-03-03,P04,1539,2017,3,4,0
2017-03-03,P05,1215,2017,3,4,0
2017-03-04,P01,1321,2017,3,5,1
2017-03-04,P02,2349,2017,3,5,1
2017-03-04,P03,1967,2017,3,5,1
2017-03-04,P04,1538,2017,3,5,1
2017-03-04,P05,1242,2017,3,5,1
2017-03-05,P01,1315,2017,3,6,1
2017-03-05,P02,2339,2017,3,6,1
2017-03-05,P03,1929,2017,3,6,1
2017-03-05,P04,1546,2017,3,6,1
2017-03-05,P05,1242,2017,3,6,1
2017-03-06,P01,1324,2017,3,0,0
2017-03-06,P02,2307,2017,3,0,0
2017-03-06,P03,1876,2017,3,0,0
2017-03-06,P04,1566,2017,3,0,0
2017-03-06,P05,1228,2017,3,0,0
2017-03-07,P01,1363,2017,3,1,0
2017-03-07,P02,2347,2017,3,1,0
2017-03-07,P03,1920,2017,3,1,0
2017-03-07,P04,1531,2017,3,1,0
2017-03-07,P05,1214,2017,3,1,0
2017-03-08,P01,1394,2017,3,2,0
2017-03-08,P02,2371,2017,3,2,0
2017-03-08,P03,1937,2017,3,2,0
2017-03-08,P04,1560,2017,3,2,0
2017-03-08,P05,1232,2017,3,2,0
2017-03-09,P01,1307,2017,3,3,0
2017-03-09,P02,2365,2017,3,3,0
2017-03-09,P03,1913,2017,3,3,0
2017-03-09,P04,1565,2017,3,3,0
2017-03-09,P05,1220,2017,3,3,0
2017-03-10,P01,1373,2017,3,4,0
2017-03-10,P02,2290,2017,3,4,0
2017-03-10,P03,1938,2017,3,4,0
2017-03-10,P04,1519,2017,3,4,0
2017-03-10,P05,1218,2017,3,4,0
2017-03-11,P01,1386,2017,3,5,1
2017-03-11,P02,2345,2017,3,5,1
2017-03-11,P03,1975,2017,3,5,1
2017-03-11,P04,1531,2017,3,5,1
2017-03-11,P05,1234,2017,3,5,1
2017-03-12,P01,1369,2017,3,6,1
2017-03-12,P02,2303,2017,3,6,1
2017-03-12,P03,1899,2017,3,6,1
2017-03-12,P04,1482,2017,3,6,1
2017-03-12,P05,1197,2017,3,6,1
2017-03-13,P01,1344,2017,3,0,0
2017-03-13,P02,2309,2017,3,0,0
2017-03-13,P03,1960,2017,3,0,0
2017-03-13,P04,1558,2017,3,0,0
2017-03-13,P05,1238,2017,3,0,0
2017-03-14,P01,1333,2017,3,1,0
2017-03-14,P02,2362,2017,3,1,0
2017-03-14,P03,1936,2017,3,1,0
2017-03-14,P04,1567,2017,3,1,0
2017-03-14,P05,1181,2017,3,1,0
2017-03-15,P01,1363,2017,3,2,0
2017-03-15,P02,2333,2017,3,2,0
2017-03-15,P03,1963,2017,3,2,0
2017-03-15,P04,1545,2017,3,2,0
2017-03-15,P05,1243,2017,3,2,0
2017-03-16,P01,1339,2017,3,3,0
2017-03-16,P02,2318,2017,3,3,0
2017-03-16,P03,1964,2017,3,3,0
2017-03-16,P04,1550,2017,3,3,0
2017-03-16,P05,1237,2017,3,3,0
2017-03-17,P01,1359,2017,3,4,0
2017-03-17,P02,2340,2017,3,4,0
2017-03-17,P03,1930,2017,3,4,0
2017-03-17,P04,1535,2017,3,4,0
2017-03-17,P05,1229,2017,3,4,0
2017-03-18,P01,1293,2017,3,5,1
2017-03-18,P02,2377,2017,3,5,1
2017-03-18,P03,1923,2017,3,5,1
2017-03-18,P04,1548,2017,3,5,1
2017-03-18,P05,1229,2017,3,5,1
2017-03-19,P01,1298,2017,3,6,1
2017-03-19,P02,2405,2017,3,6,1
2017-03-19,P03,1947,2017,3,6,1
2017-03-19,P04,1570,2017,3,6,1
2017-03-19,P05,1257,2017,3,6,1
2017-03-20,P01,1316,2017,3,0,0
2017-03-20,P02,2351,2017,3,0,0
2017-03-20,P03,1983,2017,3,0,0
2017-03-20,P04,1540,2017,3,0,0
2017-03-20,P05,1230,2017,3,0,0
2017-03-21,P01,1311,2017,3,1,0
2017-03-21,P02,2371,2017,3,1,0
2017-03-21,P03,1970,2017,3,1,0
2017-03-21,P04,1532,2017,3,1,0
2017-03-21,P05,1232,2017,3,1,0
2017-03-22,P01,1396,2017,3,2,0
2017-03-22,P02,2327,2017,3,2,0
2017-03-22,P03,1914,2017,3,2,0
2017-03-22,P04,1530,2017,3,2,0
2017-03-22,P05,1204,2017,3,2,0
2017-03-23,P01,1345,2017,3,3,0
2017-03-23,P02,2376,2017,3,3,0
2017-03-23,P03,1993,2017,3,3,0
2017-03-23,P04,1576,2017,3,3,0
2017-03-23,P05,1198,2017,3,3,0
2017-03-24,P01,1332,2017,3,4,0
2017-03-24,P02,2335,2017,3,4,0
2017-03-24,P03,1951,2017,3,4,0
2017-03-24,P04,1590,2017,3,4,0
2017-03-24,P05,1193,2017,3,4,0
2017-03-25,P01,1367,2017,3,5,1
2017-03-25,P02,2312,2017,3,5,1
2017-03-25,P03,1974,2017,3,5,1
2017-03-25,P04,1557,2017,3,5,1
2017-03-25,P05,1271,2017,3,5,1
2017-03-26,P01,1359,2017,3,6,1
2017-03-26,P02,2322,2017,3,6,1
2017-03-26,P03,1924,2017,3,6,1
2017-03-26,P04,1532,2017,3,6,1
2017-03-26,P05,1220,2017,3,6,1
2017-03-27,P01,1378,2017,3,0,0
2017-03-27,P02,2359,2017,3,0,0
2017-03-27,P03,1952,2017,3,0,0
2017-03-27,P04,1531,2017,3,0,0
2017-03-27,P05,1283,2017,3,0,0
2017-03-28,P01,1354,2017,3,1,0
2017-03-28,P02,2307,2017,3,1,0
2017-03-28,P03,1939,2017,3,1,0
2017-03-28,P04,1537,2017,3,1,0
2017-03-28,P05,1242,2017,3,1,0
2017-03-29,P01,1382,2017,3,2,0
2017-03-29,P02,2330,2017,3,2,0
2017-03-29,P03,1945,2017,3,2,0
2017-03-29,P04,1524,2017,3,2,0
2017-03-29,P05,1251,2017,3,2,0
2017-03-30,P01,1374,2017,3,3,0
2017-03-30,P02,2361,2017,3,3,0
2017-03-30,P03,1939,2017,3,3,0
2017-03-30,P04,1507,2017,3,3,0
2017-03-30,P05,1264,2017,3,3,0
2017-03-31,P01,1351,2017,3,4,0
2017-03-31,P02,2324,2017,3,4,0
2017-03-31,P03,1926,2017,3,4,0
2017-03-31,P04,1574,2017,3,4,0
2017-03-31,P05,1258,2017,3,4,0
2017-04-01,P01,1341,2017,4,5,1
2017-04-01,P02,2398,2017,4,5,1
2017-04-01,P03,1926,2017,4,5,1
2017-04-01,P04,1513,2017,4,5,1
2017-04-01,P05,1230,2017,4,5,1
2017-04-02,P01,1329,2017,4,6,1
2017-04-02,P02,2308,2017,4,6,1
2017-04-02,P03,1982,2017,4,6,1
2017-04-02,P04,1520,2017,4,6,1
2017-04-02,P05,1286,2017,4,6,1
2017-04-03,P01,1309,2017,4,0,0
2017-04-03,P02,2391,2017,4,0,0
2017-04-03,P03,1932,2017,4,0,0
2017-04-03,P04,1530,2017,4,0,0
2017-04-03,P05,1277,2017,4,0,0
2017-04-04,P01,1365,2017,4,1,0
2017-04-04,P02,2303,2017,4,1,0
2017-04-04,P03,1907,2017,4,1,0
2017-04-04,P04,1517,2017,4,1,0
2017-04-04,P05,1231,2017,4,1,0
2017-04-05,P01,1374,2017,4,2,0
2017-04-05,P02,2347,2017,4,2,0
2017-04-05,P03,1934,2017,4,2,0
2017-04-05,P04,1559,2017,4,2,0
2017-04-05,P05,1237,2017,4,2,0
2017-04-06,P01,1302,2017,4,3,0
2017-04-06,P02,2398,2017,4,3,0
2017-04-06,P03,1962,2017,4,3,0
2017-04-06,P04,1525,2017,4,3,0
2017-04-06,P05,1293,2017,4,3,0
2017-04-07,P01,1384,2017,4,4,0
2017-04-07,P02,2357,2017,4,4,0
2017-04-07,P03,1952,2017,4,4,0
2017-04-07,P04,1513,2017,4,4,0
2017-04-07,P05,1172,2017,4,4,0
2017-04-08,P01,1390,2017,4,5,1
2017-04-08,P02,2387,2017,4,5,1
2017-04-08,P03,1997,2017,4,5,1
2017-04-08,P04,1535,2017,4,5,1
2017-04-08,P05,1265,2017,4,5,1
2017-04-09,P01,1360,2017,4,6,1
2017-04-09,P02,2345,2017,4,6,1
2017-04-09,P03,1922,2017,4,6,1
2017-04-09,P04,1496,2017,4,6,1
2017-04-09,P05,1220,2017,4,6,1
2017-04-10,P01,1310,2017,4,0,0
2017-04-10,P02,2334,2017,4,0,0
2017-04-10,P03,1905,2017,4,0,0
2017-04-10,P04,1553,2017,4,0,0
2017-04-10,P05,1209,2017,4,0,0
2017-04-11,P01,1377,2017,4,1,0
2017-04-11,P02,2338,2017,4,1,0
2017-04-11,P03,1984,2017,4,1,0
2017-04-11,P04,1596,2017,4,1,0
2017-04-11,P05,1215,2017,4,1,0
2017-04-12,P01,1310,2017,4,2,0
2017-04-12,P02,2378,2017,4,2,0
2017-04-12,P03,1924,2017,4,2,0
2017-04-12,P04,1561,2017,4,2,0
2017-04-12,P05,1257,2017,4,2,0
2017-04-13,P01,1319,2017,4,3,0
2017-04-13,P02,2339,2017,4,3,0
2017-04-13,P03,1911,2017,4,3,0
2017-04-13,P04,1537,2017,4,3,0
2017-04-13,P05,1267,2017,4,3,0
2017-04-14,P01,1376,2017,4,4,0
2017-04-14,P02,2353,2017,4,4,0
2017-04-14,P03,1924,2017,4,4,0
2017-04-14,P04,1563,2017,4,4,0
2017-04-14,P05,1232,2017,4,4,0
2017-04-15,P01,1348,2017,4,5,1
2017-04-15,P02,2362,2017,4,5,1
2017-04-15,P03,1958,2017,4,5,1
2017-04-15,P04,1593,2017,4,5,1
2017-04-15,P05,1240,2017,4,5,1
2017-04-16,P01,1360,2017,4,6,1
2017-04-16,P02,2295,2017,4,6,1
2017-04-16,P03,1918,2017,4,6,1
2017-04-16,P04,1547,2017,4,6,1
2017-04-16,P05,1277,2017,4,6,1
2017-04-17,P01,1326,2017,4,0,0
2017-04-17,P02,2304,2017,4,0,0
2017-04-17,P03,1942,2017,4,0,0
2017-04-17,P04,1535,2017,4,0,0
2017-04-17,P05,1256,2017,4,0,0
2017-04-18,P01,1366,2017,4,1,0
2017-04-18,P02,2329,2017,4,1,0
2017-04-18,P03,1938,2017,4,1,0
2017-04-18,P04,1519,2017,4,1,0
2017-04-18,P05,1234,2017,4,1,0
2017-04-19,P01,1326,2017,4,2,0
2017-04-19,P02,2345,2017,4,2,0
2017-04-19,P03,1883,2017,4,2,0
2017-04-19,P04,1545,2017,4,2,0
2017-04-19,P05,1250,2017,4,2,0
2017-04-20,P01,1345,2017,4,3,0
2017-04-20,P02,2353,2017,4,3,0
2017-04-20,P03,1914,2017,4,3,0
2017-04-20,P04,1509,2017,4,3,0
2017-04-20,P05,1253,2017,4,3,0
2017-04-21,P01,1326,2017,4,4,0
2017-04-21,P02,2349,2017,4,4,0
2017-04-21,P03,1920,2017,4,4,0
2017-04-21,P04,1501,2017,4,4,0
2017-04-21,P05,1243,2017,4,4,0
2017-04-22,P01,1324,2017,4,5,1
2017-04-22,P02,2356,2017,4,5,1
2017-04-22,P03,1906,2017,4,5,1
2017-04-22,P04,1531,2017,4,5,1
2017-04-22,P05,1243,2017,4,5,1
2017-04-23,P01,1345,2017,4,6,1
2017-04-23,P02,2331,2017,4,6,1
2017-04-23,P03,1936,2017,4,6,1
2017-04-23,P04,1577,2017,4,6,1
2017-04-23,P05,1221,2017,4,6,1
2017-04-24,P01,1375,2017,4,0,0
2017-04-24,P02,2331,2017,4,0,0
2017-04-24,P03,1989,2017,4,0,0
2017-04-24,P04,1505,2017,4,0,0
2017-04-24,P05,1247,2017,4,0,0
2017-04-25,P01,1315,2017,4,1,0
2017-04-25,P02,2293,2017,4,1,0
2017-04-25,P03,2011,2017,4,1,0
2017-04-25,P04,1551,2017,4,1,0
2017-04-25,P05,1312,2017,4,1,0
2017-04-26,P01,1323,2017,4,2,0
2017-04-26,P02,2350,2017,4,2,0
2017-04-26,P03,1942,2017,4,2,0
2017-04-26,P04,1546,2017,4,2,0
2017-04-26,P05,1232,2017,4,2,0
2017-04-27,P01,1358,2017,4,3,0
2017-04-27,P02,2297,2017,4,3,0
2017-04-27,P03,1931,2017,4,3,0
2017-04-27,P04,1527,2017,4,3,0
2017-04-27,P05,1223,2017,4,3,0
2017-04-28,P01,1321,2017,4,4,0
2017-04-28,P02,2312,2017,4,4,0
2017-04-28,P03,1933,2017,4,4,0
2017-04-28,P04,1522,2017,4,4,0
2017-04-28,P05,1227,2017,4,4,0
2017-04-29,P01,1328,2017,4,5,1
2017-04-29,P02,2313,2017,4,5,1
2017-04-29,P03,1932,2017,4,5,1
2017-04-29,P04,1499,2017,4,5,1
2017-04-29,P05,1230,2017,4,5,1
2017-04-30,P01,1308,2017,4,6,1
2017-04-30,P02,2335,2017,4,6,1
2017-04-30,P03,1917,2017,4,6,1
2017-04-30,P04,1481,2017,4,6,1
2017-04-30,P05,1214,2017,4,6,1
2017-05-01,P01,1321,2017,5,0,0
2017-05-01,P02,2333,2017,5,0,0
2017-05-01,P03,1927,2017,5,0,0
2017-05-01,P04,1576,2017,5,0,0
2017-05-01,P05,1255,2017,5,0,0
2017-05-02,P01,1359,2017,5,1,0
2017-05-02,P02,2402,2017,5,1,0
2017-05-02,P03,1888,2017,5,1,0
2017-05-02,P04,1558,2017,5,1,0
2017-05-02,P05,1253,2017,5,1,0
2017-05-03,P01,1331,2017,5,2,0
2017-05-03,P02,2337,2017,5,2,0
2017-05-03,P03,1922,2017,5,2,0
2017-05-03,P04,1528,2017,5,2,0
2017-05-03,P05,1241,2017,5,2,0
2017-05-04,P01,1350,2017,5,3,0
2017-05-04,P02,2336,2017,5,3,0
2017-05-04,P03,1942,2017,5,3,0
2017-05-04,P04,1524,2017,5,3,0
2017-05-04,P05,1161,2017,5,3,0
2017-05-05,P01,1330,2017,5,4,0
2017-05-05,P02,2249,2017,5,4,0
2017-05-05,P03,1912,2017,5,4,0
2017-05-05,P04,1525,2017,5,4,0
2017-05-05,P05,1222,2017,5,4,0
2017-05-06,P01,1297,2017,5,5,1
2017-05-06,P02,2348,2017,5,5,1
2017-05-06,P03,1934,2017,5,5,1
2017-05-06,P04,1537,2017,5,5,1
2017-05-06,P05,1198,2017,5,5,1
2017-05-07,P01,1286,2017,5,6,1
2017-05-07,P02,2326,2017,5,6,1
2017-05-07,P03,1925,2017,5,6,1
