time_min,time_hour,interval_min,total_load_kw,run_id
795,13.25,15.0,60.091428571428565,RUN-20260925-84770c
810,13.5,15.0,60.091428571428565,RUN-20260925-84770c
825,13.75,15.0,60.091428571428565,RUN-20260925-84770c
840,14.0,15.0,60.091428571428565,RUN-20260925-84770c
855,14.25,15.0,60.091428571428565,RUN-20260925-84770c
870,14.5,15.0,60.091428571428565,RUN-20260925-84770c
885,14.75,15.0,60.091428571428565,RUN-20260925-84770c
900,15.0,15.0,60.091428571428565,RUN-20260925-84770c
915,15.25,15.0,60.091428571428565,RUN-20260925-84770c
930,15.5,15.0,60.091428571428565,RUN-20260925-84770c
945,15.75,15.0,60.091428571428565,RUN-20260925-84770c
960,16.0,15.0,60.091428571428565,RUN-20260925-84770c
975,16.25,15.0,60.091428571428565,RUN-20260925-84770c
990,16.5,15.0,60.091428571428565,RUN-20260925-84770c
1005,16.75,15.0,60.091428571428565,RUN-20260925-84770c
1020,17.0,15.0,60.091428571428565,RUN-20260925-84770c
1035,17.25,15.0,22.72380952380952,RUN-20260925-84770c
1050,17.5,15.0,4.04,RUN-20260925-84770c
1065,17.75,15.0,43.19333333333333,RUN-20260925-84770c
1080,18.0,15.0,62.769999999999996,RUN-20260925-84770c
1095,18.25,15.0,62.769999999999996,RUN-20260925-84770c
1110,18.5,15.0,62.769999999999996,RUN-20260925-84770c
1125,18.75,15.0,62.769999999999996,RUN-20260925-84770c
1140,19.0,15.0,62.769999999999996,RUN-20260925-84770c
1155,19.25,15.0,62.769999999999996,RUN-20260925-84770c
1170,19.5,15.0,62.769999999999996,RUN-20260925-84770c
1185,19.75,15.0,62.769999999999996,RUN-20260925-84770c
1200,20.0,15.0,62.769999999999996,RUN-20260925-84770c
1215,20.25,15.0,62.769999999999996,RUN-20260925-84770c
1230,20.5,15.0,62.769999999999996,RUN-20260925-84770c
1245,20.75,15.0,62.769999999999996,RUN-20260925-84770c
1260,21.0,15.0,62.769999999999996,RUN-20260925-84770c
1275,21.25,15.0,62.769999999999996,RUN-20260925-84770c
1290,21.5,15.0,62.769999999999996,RUN-20260925-84770c
1305,21.75,15.0,62.769999999999996,RUN-20260925-84770c
1320,22.0,15.0,62.769999999999996,RUN-20260925-84770c
1335,22.25,15.0,62.769999999999996,RUN-20260925-84770c
1350,22.5,15.0,62.769999999999996,RUN-20260925-84770c
1365,22.75,15.0,62.769999999999996,RUN-20260925-84770c
1380,23.0,15.0,62.769999999999996,RUN-20260925-84770c
1395,23.25,15.0,62.769999999999996,RUN-20260925-84770c
1410,23.5,15.0,62.769999999999996,RUN-20260925-84770c
1425,23.75,15.0,62.769999999999996,RUN-20260925-84770c
1440,24.0,15.0,60.75,RUN-20260925-84770c
1455,24.25,15.0,60.75,RUN-20260925-84770c
1470,24.5,15.0,60.75,RUN-20260925-84770c
1485,24.75,15.0,60.75,RUN-20260925-84770c
1500,25.0,15.0,60.75,RUN-20260925-84770c
1515,25.25,15.0,60.75,RUN-20260925-84770c
1530,25.5,15.0,60.75,RUN-20260925-84770c
1545,25.75,15.0,60.75,RUN-20260925-84770c
1560,26.0,15.0,60.75,RUN-20260925-84770c
1575,26.25,15.0,60.75,RUN-20260925-84770c
1590,26.5,15.0,60.75,RUN-20260925-84770c
1605,26.75,15.0,60.75,RUN-20260925-84770c
1620,27.0,15.0,60.75,RUN-20260925-84770c
1635,27.25,15.0,60.75,RUN-20260925-84770c
1650,27.5,15.0,60.75,RUN-20260925-84770c
1665,27.75,15.0,60.75,RUN-20260925-84770c
1680,28.0,15.0,60.75,RUN-20260925-84770c
1695,28.25,15.0,60.75,RUN-20260925-84770c
1710,28.5,15.0,60.75,RUN-20260925-84770c
1725,28.75,15.0,60.75,RUN-20260925-84770c
1740,29.0,15.0,60.75,RUN-20260925-84770c
1755,29.25,15.0,60.75,RUN-20260925-84770c
1770,29.5,15.0,60.75,RUN-20260925-84770c
1785,29.75,15.0,60.75,RUN-20260925-84770c
1800,30.0,15.0,60.75,RUN-20260925-84770c
1815,30.25,15.0,60.75,RUN-20260925-84770c
1830,30.5,15.0,60.75,RUN-20260925-84770c
1845,30.75,15.0,60.75,RUN-20260925-84770c
1860,31.0,15.0,60.75,RUN-20260925-84770c
1875,31.25,15.0,60.75,RUN-20260925-84770c
1890,31.5,15.0,60.75,RUN-20260925-84770c
1905,31.75,15.0,60.75,RUN-20260925-84770c
1920,32.0,15.0,62.769999999999996,RUN-20260925-84770c
1935,32.25,15.0,62.769999999999996,RUN-20260925-84770c
1950,32.5,15.0,62.769999999999996,RUN-20260925-84770c
1965,32.75,15.0,62.769999999999996,RUN-20260925-84770c
1980,33.0,15.0,62.769999999999996,RUN-20260925-84770c
1995,33.25,15.0,62.769999999999996,RUN-20260925-84770c
2010,33.5,15.0,62.769999999999996,RUN-20260925-84770c
2025,33.75,15.0,177.2026666666667,RUN-20260925-84770c
2040,34.0,15.0,246.95,RUN-20260925-84770c
2055,34.25,15.0,246.95,RUN-20260925-84770c
2070,34.5,15.0,246.95,RUN-20260925-84770c
2085,34.75,15.0,246.95,RUN-20260925-84770c
2100,35.0,15.0,246.95,RUN-20260925-84770c
2115,35.25,15.0,246.95,RUN-20260925-84770c
2130,35.5,15.0,246.95,RUN-20260925-84770c
2145,35.75,15.0,246.95,RUN-20260925-84770c
2160,36.0,15.0,246.95,RUN-20260925-84770c
2175,36.25,15.0,246.95,RUN-20260925-84770c
2190,36.5,15.0,246.95,RUN-20260925-84770c
2205,36.75,15.0,246.95,RUN-20260925-84770c
2220,37.0,15.0,246.95,RUN-20260925-84770c
2235,37.25,15.0,246.95,RUN-20260925-84770c
2250,37.5,15.0,246.95,RUN-20260925-84770c
2265,37.75,15.0,246.95,RUN-20260925-84770c
2280,38.0,15.0,246.95,RUN-20260925-84770c
2295,38.25,15.0,246.95,RUN-20260925-84770c
2310,38.5,15.0,246.95,RUN-20260925-84770c
2325,38.75,15.0,246.95,RUN-20260925-84770c
2340,39.0,15.0,246.95,RUN-20260925-84770c
2355,39.25,15.0,246.95,RUN-20260925-84770c
2370,39.5,15.0,246.95,RUN-20260925-84770c
2385,39.75,15.0,246.95,RUN-20260925-84770c
2400,40.0,15.0,246.95,RUN-20260925-84770c
2415,40.25,15.0,246.95,RUN-20260925-84770c
2430,40.5,15.0,246.95,RUN-20260925-84770c
2445,40.75,15.0,246.95,RUN-20260925-84770c
2460,41.0,15.0,246.95,RUN-20260925-84770c
2475,41.25,15.0,246.95,RUN-20260925-84770c
2490,41.5,15.0,246.95,RUN-20260925-84770c
2505,41.75,15.0,171.764,RUN-20260925-84770c
2520,42.0,15.0,121.64,RUN-20260925-84770c
2535,42.25,15.0,121.64,RUN-20260925-84770c
2550,42.5,15.0,121.64,RUN-20260925-84770c
2565,42.75,15.0,121.64,RUN-20260925-84770c
2580,43.0,15.0,121.64,RUN-20260925-84770c
2595,43.25,15.0,121.64,RUN-20260925-84770c
2610,43.5,15.0,121.64,RUN-20260925-84770c
2625,43.75,15.0,121.64,RUN-20260925-84770c
2640,44.0,15.0,121.64,RUN-20260925-84770c
2655,44.25,15.0,121.64,RUN-20260925-84770c
2670,44.5,15.0,62.769999999999996,RUN-20260925-84770c
2685,44.75,15.0,62.769999999999996,RUN-20260925-84770c
2700,45.0,15.0,62.769999999999996,RUN-20260925-84770c
2715,45.25,15.0,62.769999999999996,RUN-20260925-84770c
2730,45.5,15.0,62.769999999999996,RUN-20260925-84770c
2745,45.75,15.0,62.769999999999996,RUN-20260925-84770c
2760,46.0,15.0,62.769999999999996,RUN-20260925-84770c
2775,46.25,15.0,62.769999999999996,RUN-20260925-84770c
2790,46.5,15.0,62.769999999999996,RUN-20260925-84770c
2805,46.75,15.0,62.769999999999996,RUN-20260925-84770c
2820,47.0,15.0,62.769999999999996,RUN-20260925-84770c
2835,47.25,15.0,62.769999999999996,RUN-20260925-84770c
2850,47.5,15.0,62.769999999999996,RUN-20260925-84770c
2865,47.75,15.0,62.769999999999996,RUN-20260925-84770c
2880,48.0,15.0,60.75,RUN-20260925-84770c
2895,48.25,15.0,60.75,RUN-20260925-84770c
2910,48.5,15.0,60.75,RUN-20260925-84770c
2925,48.75,15.0,60.75,RUN-20260925-84770c
2940,49.0,15.0,60.75,RUN-20260925-84770c
2955,49.25,15.0,60.75,RUN-20260925-84770c
2970,49.5,15.0,60.75,RUN-20260925-84770c
2985,49.75,15.0,60.75,RUN-20260925-84770c
3000,50.0,15.0,60.75,RUN-20260925-84770c
3015,50.25,15.0,60.75,RUN-20260925-84770c
3030,50.5,15.0,60.75,RUN-20260925-84770c
3045,50.75,15.0,60.75,RUN-20260925-84770c
3060,51.0,15.0,60.75,RUN-20260925-84770c
3075,51.25,15.0,60.75,RUN-20260925-84770c
3090,51.5,15.0,60.75,RUN-20260925-84770c
3105,51.75,15.0,60.75,RUN-20260925-84770c
3120,52.0,15.0,60.75,RUN-20260925-84770c
3135,52.25,15.0,60.75,RUN-20260925-84770c
3150,52.5,15.0,60.75,RUN-20260925-84770c
3165,52.75,15.0,60.75,RUN-20260925-84770c
3180,53.0,15.0,60.75,RUN-20260925-84770c
3195,53.25,15.0,60.75,RUN-20260925-84770c
3210,53.5,15.0,60.75,RUN-20260925-84770c
3225,53.75,15.0,60.75,RUN-20260925-84770c
3240,54.0,15.0,60.75,RUN-20260925-84770c
3255,54.25,15.0,60.75,RUN-20260925-84770c
3270,54.5,15.0,60.75,RUN-20260925-84770c
3285,54.75,15.0,60.75,RUN-20260925-84770c
3300,55.0,15.0,60.75,RUN-20260925-84770c
3315,55.25,15.0,60.75,RUN-20260925-84770c
3330,55.5,15.0,60.75,RUN-20260925-84770c
3345,55.75,15.0,60.75,RUN-20260925-84770c
3360,56.0,15.0,123.8,RUN-20260925-84770c
3375,56.25,15.0,123.8,RUN-20260925-84770c
3390,56.5,15.0,236.95,RUN-20260925-84770c
3405,56.75,15.0,236.95,RUN-20260925-84770c
3420,57.0,15.0,236.95,RUN-20260925-84770c
3435,57.25,15.0,236.95,RUN-20260925-84770c
3450,57.5,15.0,236.95,RUN-20260925-84770c
3465,57.75,15.0,236.95,RUN-20260925-84770c
3480,58.0,15.0,236.95,RUN-20260925-84770c
3495,58.25,15.0,236.95,RUN-20260925-84770c
3510,58.5,15.0,236.95,RUN-20260925-84770c
3525,58.75,15.0,236.95,RUN-20260925-84770c
3540,59.0,15.0,236.95,RUN-20260925-84770c
3555,59.25,15.0,236.95,RUN-20260925-84770c
3570,59.5,15.0,236.95,RUN-20260925-84770c
3585,59.75,15.0,236.95,RUN-20260925-84770c
3600,60.0,15.0,236.95,RUN-20260925-84770c
3615,60.25,15.0,236.95,RUN-20260925-84770c
3630,60.5,15.0,236.95,RUN-20260925-84770c
3645,60.75,15.0,236.95,RUN-20260925-84770c
3660,61.0,15.0,236.95,RUN-20260925-84770c
3675,61.25,15.0,236.95,RUN-20260925-84770c
3690,61.5,15.0,236.95,RUN-20260925-84770c
3705,61.75,15.0,236.95,RUN-20260925-84770c
3720,62.0,15.0,236.95,RUN-20260925-84770c
3735,62.25,15.0,236.95,RUN-20260925-84770c
3750,62.5,15.0,236.95,RUN-20260925-84770c
3765,62.75,15.0,236.95,RUN-20260925-84770c
3780,63.0,15.0,236.95,RUN-20260925-84770c
3795,63.25,15.0,236.95,RUN-20260925-84770c
3810,63.5,15.0,236.95,RUN-20260925-84770c
3825,63.75,15.0,236.95,RUN-20260925-84770c
3840,64.0,15.0,236.95,RUN-20260925-84770c
3855,64.25,15.0,236.95,RUN-20260925-84770c
3870,64.5,15.0,236.95,RUN-20260925-84770c
3885,64.75,15.0,236.95,RUN-20260925-84770c
3900,65.0,15.0,236.95,RUN-20260925-84770c
3915,65.25,15.0,236.95,RUN-20260925-84770c
3930,65.5,15.0,236.95,RUN-20260925-84770c
3945,65.75,15.0,236.95,RUN-20260925-84770c
3960,66.0,15.0,236.95,RUN-20260925-84770c
3975,66.25,15.0,236.95,RUN-20260925-84770c
3990,66.5,15.0,217.32666666666665,RUN-20260925-84770c
4005,66.75,15.0,178.07999999999998,RUN-20260925-84770c
4020,67.0,15.0,178.07999999999998,RUN-20260925-84770c
4035,67.25,15.0,178.07999999999998,RUN-20260925-84770c
4050,67.5,15.0,178.07999999999998,RUN-20260925-84770c
4065,67.75,15.0,178.07999999999998,RUN-20260925-84770c
4080,68.0,15.0,178.07999999999998,RUN-20260925-84770c
4095,68.25,15.0,178.07999999999998,RUN-20260925-84770c
4110,68.5,15.0,178.07999999999998,RUN-20260925-84770c
4125,68.75,15.0,178.07999999999998,RUN-20260925-84770c
4140,69.0,15.0,178.07999999999998,RUN-20260925-84770c
4155,69.25,15.0,178.07999999999998,RUN-20260925-84770c
4170,69.5,15.0,178.07999999999998,RUN-20260925-84770c
4185,69.75,15.0,101.20666666666666,RUN-20260925-84770c
4200,70.0,15.0,58.85466666666666,RUN-20260925-84770c
4215,70.25,15.0,4.04,RUN-20260925-84770c
4230,70.5,15.0,7.776761904761905,RUN-20260925-84770c
4245,70.75,15.0,52.617904761904754,RUN-20260925-84770c
4260,71.0,15.0,4.04,RUN-20260925-84770c
4275,71.25,15.0,4.04,RUN-20260925-84770c
4290,71.5,15.0,54.023999999999994,RUN-20260925-84770c
4305,71.75,15.0,66.52,RUN-20260925-84770c
4320,72.0,15.0,64.5,RUN-20260925-84770c
4335,72.25,15.0,64.5,RUN-20260925-84770c
4350,72.5,15.0,64.5,RUN-20260925-84770c
4365,72.75,15.0,64.5,RUN-20260925-84770c
4380,73.0,15.0,64.5,RUN-20260925-84770c
4395,73.25,15.0,64.5,RUN-20260925-84770c
4410,73.5,15.0,64.5,RUN-20260925-84770c
4425,73.75,15.0,64.5,RUN-20260925-84770c
4440,74.0,15.0,64.5,RUN-20260925-84770c
4455,74.25,15.0,64.5,RUN-20260925-84770c
4470,74.5,15.0,64.5,RUN-20260925-84770c
4485,74.75,15.0,64.5,RUN-20260925-84770c
4500,75.0,15.0,64.5,RUN-20260925-84770c
4515,75.25,15.0,64.5,RUN-20260925-84770c
4530,75.5,15.0,64.5,RUN-20260925-84770c
4545,75.75,15.0,64.5,RUN-20260925-84770c
4560,76.0,15.0,64.5,RUN-20260925-84770c
4575,76.25,15.0,64.5,RUN-20260925-84770c
4590,76.5,15.0,64.5,RUN-20260925-84770c
4605,76.75,15.0,64.5,RUN-20260925-84770c
4620,77.0,15.0,64.5,RUN-20260925-84770c
4635,77.25,15.0,64.5,RUN-20260925-84770c
4650,77.5,15.0,64.5,RUN-20260925-84770c
4665,77.75,15.0,64.5,RUN-20260925-84770c
4680,78.0,15.0,64.5,RUN-20260925-84770c
4695,78.25,15.0,64.5,RUN-20260925-84770c
4710,78.5,15.0,64.5,RUN-20260925-84770c
4725,78.75,15.0,64.5,RUN-20260925-84770c
4740,79.0,15.0,64.5,RUN-20260925-84770c
4755,79.25,15.0,64.5,RUN-20260925-84770c
4770,79.5,15.0,64.5,RUN-20260925-84770c
4785,79.75,15.0,64.5,RUN-20260925-84770c
4800,80.0,15.0,240.7,RUN-20260925-84770c
4815,80.25,15.0,240.7,RUN-20260925-84770c
4830,80.5,15.0,240.7,RUN-20260925-84770c
4845,80.75,15.0,240.7,RUN-20260925-84770c
4860,81.0,15.0,240.7,RUN-20260925-84770c
4875,81.25,15.0,240.7,RUN-20260925-84770c
4890,81.5,15.0,240.7,RUN-20260925-84770c
4905,81.75,15.0,240.7,RUN-20260925-84770c
4920,82.0,15.0,240.7,RUN-20260925-84770c
4935,82.25,15.0,240.7,RUN-20260925-84770c
4950,82.5,15.0,240.7,RUN-20260925-84770c
4965,82.75,15.0,240.7,RUN-20260925-84770c
4980,83.0,15.0,240.7,RUN-20260925-84770c
4995,83.25,15.0,240.7,RUN-20260925-84770c
5010,83.5,15.0,240.7,RUN-20260925-84770c
5025,83.75,15.0,240.7,RUN-20260925-84770c
5040,84.0,15.0,240.7,RUN-20260925-84770c
5055,84.25,15.0,240.7,RUN-20260925-84770c
5070,84.5,15.0,240.7,RUN-20260925-84770c
5085,84.75,15.0,240.7,RUN-20260925-84770c
5100,85.0,15.0,240.7,RUN-20260925-84770c
5115,85.25,15.0,240.7,RUN-20260925-84770c
5130,85.5,15.0,240.7,RUN-20260925-84770c
5145,85.75,15.0,240.7,RUN-20260925-84770c
5160,86.0,15.0,240.7,RUN-20260925-84770c
5175,86.25,15.0,240.7,RUN-20260925-84770c
5190,86.5,15.0,240.7,RUN-20260925-84770c
5205,86.75,15.0,240.7,RUN-20260925-84770c
5220,87.0,15.0,240.7,RUN-20260925-84770c
5235,87.25,15.0,240.7,RUN-20260925-84770c
5250,87.5,15.0,240.7,RUN-20260925-84770c
5265,87.75,15.0,240.7,RUN-20260925-84770c
5280,88.0,15.0,240.7,RUN-20260925-84770c
5295,88.25,15.0,240.7,RUN-20260925-84770c
5310,88.5,15.0,240.7,RUN-20260925-84770c
5325,88.75,15.0,240.7,RUN-20260925-84770c
5340,89.0,15.0,240.7,RUN-20260925-84770c
5355,89.25,15.0,240.7,RUN-20260925-84770c
5370,89.5,15.0,240.7,RUN-20260925-84770c
5385,89.75,15.0,240.7,RUN-20260925-84770c
5400,90.0,15.0,240.7,RUN-20260925-84770c
5415,90.25,15.0,240.7,RUN-20260925-84770c
5430,90.5,15.0,221.07666666666665,RUN-20260925-84770c
5445,90.75,15.0,181.82999999999998,RUN-20260925-84770c
5460,91.0,15.0,181.82999999999998,RUN-20260925-84770c
5475,91.25,15.0,181.82999999999998,RUN-20260925-84770c
5490,91.5,15.0,181.82999999999998,RUN-20260925-84770c
5505,91.75,15.0,181.82999999999998,RUN-20260925-84770c
5520,92.0,15.0,181.82999999999998,RUN-20260925-84770c
5535,92.25,15.0,181.82999999999998,RUN-20260925-84770c
5550,92.5,15.0,181.82999999999998,RUN-20260925-84770c
5565,92.75,15.0,181.82999999999998,RUN-20260925-84770c
5580,93.0,15.0,181.82999999999998,RUN-20260925-84770c
5595,93.25,15.0,104.95666666666666,RUN-20260925-84770c
5610,93.5,15.0,66.52,RUN-20260925-84770c
5625,93.75,15.0,66.52,RUN-20260925-84770c
5640,94.0,15.0,66.52,RUN-20260925-84770c
5655,94.25,15.0,66.52,RUN-20260925-84770c
5670,94.5,15.0,66.52,RUN-20260925-84770c
5685,94.75,15.0,37.36266666666666,RUN-20260925-84770c
5700,95.0,15.0,4.04,RUN-20260925-84770c
5715,95.25,15.0,11.643393939393938,RUN-20260925-84770c
5730,95.5,15.0,61.065454545454536,RUN-20260925-84770c
5745,95.75,15.0,61.065454545454536,RUN-20260925-84770c
5760,96.0,15.0,59.04545454545454,RUN-20260925-84770c
5775,96.25,15.0,59.04545454545454,RUN-20260925-84770c
5790,96.5,15.0,59.04545454545454,RUN-20260925-84770c
5805,96.75,15.0,59.04545454545454,RUN-20260925-84770c
5820,97.0,15.0,59.04545454545454,RUN-20260925-84770c
5835,97.25,15.0,59.04545454545454,RUN-20260925-84770c
5850,97.5,15.0,59.04545454545454,RUN-20260925-84770c
5865,97.75,15.0,59.04545454545454,RUN-20260925-84770c
5880,98.0,15.0,59.04545454545454,RUN-20260925-84770c
5895,98.25,15.0,59.04545454545454,RUN-20260925-84770c
5910,98.5,15.0,59.04545454545454,RUN-20260925-84770c
5925,98.75,15.0,59.04545454545454,RUN-20260925-84770c
5940,99.0,15.0,59.04545454545454,RUN-20260925-84770c
5955,99.25,15.0,59.04545454545454,RUN-20260925-84770c
5970,99.5,15.0,59.04545454545454,RUN-20260925-84770c
5985,99.75,15.0,59.04545454545454,RUN-20260925-84770c
6000,100.0,15.0,59.04545454545454,RUN-20260925-84770c
6015,100.25,15.0,59.04545454545454,RUN-20260925-84770c
6030,100.5,15.0,59.04545454545454,RUN-20260925-84770c
6045,100.75,15.0,59.04545454545454,RUN-20260925-84770c
6060,101.0,15.0,59.04545454545454,RUN-20260925-84770c
6075,101.25,15.0,59.04545454545454,RUN-20260925-84770c
6090,101.5,15.0,59.04545454545454,RUN-20260925-84770c
6105,101.75,15.0,59.04545454545454,RUN-20260925-84770c
6120,102.0,15.0,59.04545454545454,RUN-20260925-84770c
6135,102.25,15.0,59.04545454545454,RUN-20260925-84770c
6150,102.5,15.0,59.04545454545454,RUN-20260925-84770c
6165,102.75,15.0,59.04545454545454,RUN-20260925-84770c
6180,103.0,15.0,59.04545454545454,RUN-20260925-84770c
6195,103.25,15.0,59.04545454545454,RUN-20260925-84770c
6210,103.5,15.0,59.04545454545454,RUN-20260925-84770c
6225,103.75,15.0,59.04545454545454,RUN-20260925-84770c
6240,104.0,15.0,176.37545454545455,RUN-20260925-84770c
6255,104.25,15.0,176.37545454545455,RUN-20260925-84770c
6270,104.5,15.0,176.37545454545455,RUN-20260925-84770c
6285,104.75,15.0,176.37545454545455,RUN-20260925-84770c
6300,105.0,15.0,176.37545454545455,RUN-20260925-84770c
6315,105.25,15.0,176.37545454545455,RUN-20260925-84770c
6330,105.5,15.0,176.37545454545455,RUN-20260925-84770c
6345,105.75,15.0,176.37545454545455,RUN-20260925-84770c
6360,106.0,15.0,176.37545454545455,RUN-20260925-84770c
6375,106.25,15.0,176.37545454545455,RUN-20260925-84770c
6390,106.5,15.0,176.37545454545455,RUN-20260925-84770c
6405,106.75,15.0,176.37545454545455,RUN-20260925-84770c
6420,107.0,15.0,176.37545454545455,RUN-20260925-84770c
6435,107.25,15.0,176.37545454545455,RUN-20260925-84770c
6450,107.5,15.0,176.37545454545455,RUN-20260925-84770c
6465,107.75,15.0,176.4901212121212,RUN-20260925-84770c
6480,108.0,15.0,177.23545454545453,RUN-20260925-84770c
6495,108.25,15.0,175.88023376623377,RUN-20260925-84770c
6510,108.5,15.0,175.54142857142858,RUN-20260925-84770c
6525,108.75,15.0,220.8587619047619,RUN-20260925-84770c
6540,109.0,15.0,232.18809523809523,RUN-20260925-84770c
6555,109.25,15.0,232.18809523809523,RUN-20260925-84770c
6570,109.5,15.0,232.18809523809523,RUN-20260925-84770c
6585,109.75,15.0,232.18809523809523,RUN-20260925-84770c
6600,110.0,15.0,232.18809523809523,RUN-20260925-84770c
6615,110.25,15.0,232.18809523809523,RUN-20260925-84770c
6630,110.5,15.0,232.18809523809523,RUN-20260925-84770c
6645,110.75,15.0,232.18809523809523,RUN-20260925-84770c
6660,111.0,15.0,232.18809523809523,RUN-20260925-84770c
6675,111.25,15.0,232.18809523809523,RUN-20260925-84770c
6690,111.5,15.0,232.18809523809523,RUN-20260925-84770c
6705,111.75,15.0,232.18809523809523,RUN-20260925-84770c
6720,112.0,15.0,232.18809523809523,RUN-20260925-84770c
6735,112.25,15.0,232.18809523809523,RUN-20260925-84770c
6750,112.5,15.0,232.18809523809523,RUN-20260925-84770c
6765,112.75,15.0,232.18809523809523,RUN-20260925-84770c
6780,113.0,15.0,232.18809523809523,RUN-20260925-84770c
6795,113.25,15.0,232.18809523809523,RUN-20260925-84770c
6810,113.5,15.0,232.18809523809523,RUN-20260925-84770c
6825,113.75,15.0,232.18809523809523,RUN-20260925-84770c
6840,114.0,15.0,232.18809523809523,RUN-20260925-84770c
6855,114.25,15.0,232.18809523809523,RUN-20260925-84770c
6870,114.5,15.0,232.18809523809523,RUN-20260925-84770c
6885,114.75,15.0,232.18809523809523,RUN-20260925-84770c
6900,115.0,15.0,232.18809523809523,RUN-20260925-84770c
6915,115.25,15.0,232.18809523809523,RUN-20260925-84770c
6930,115.5,15.0,232.18809523809523,RUN-20260925-84770c
6945,115.75,15.0,232.18809523809523,RUN-20260925-84770c
6960,116.0,15.0,232.18809523809523,RUN-20260925-84770c
6975,116.25,15.0,224.81057142857142,RUN-20260925-84770c
6990,116.5,15.0,176.85666666666665,RUN-20260925-84770c
7005,116.75,15.0,223.26466666666667,RUN-20260925-84770c
7020,117.0,15.0,234.86666666666667,RUN-20260925-84770c
7035,117.25,15.0,157.99333333333334,RUN-20260925-84770c
7050,117.5,15.0,119.55666666666667,RUN-20260925-84770c
7065,117.75,15.0,119.55666666666667,RUN-20260925-84770c
7080,118.0,15.0,119.55666666666667,RUN-20260925-84770c
7095,118.25,15.0,119.55666666666667,RUN-20260925-84770c
7110,118.5,15.0,119.55666666666667,RUN-20260925-84770c
7125,118.75,15.0,119.55666666666667,RUN-20260925-84770c
7140,119.0,15.0,119.55666666666667,RUN-20260925-84770c
7155,119.25,15.0,119.55666666666667,RUN-20260925-84770c
7170,119.5,15.0,115.632,RUN-20260925-84770c
7185,119.75,15.0,60.68666666666666,RUN-20260925-84770c
7200,120.0,15.0,58.666666666666664,RUN-20260925-84770c
7215,120.25,15.0,58.666666666666664,RUN-20260925-84770c
7230,120.5,15.0,58.666666666666664,RUN-20260925-84770c
7245,120.75,15.0,13.349333333333334,RUN-20260925-84770c
7260,121.0,15.0,2.02,RUN-20260925-84770c
7275,121.25,15.0,10.350666666666665,RUN-20260925-84770c
