forecast_date,product_id,forecast_demand,model_used,run_id
2018-01-11,P02,509,Holt-Winters,RUN-20260925-84770c
2018-01-12,P02,539,Holt-Winters,RUN-20260925-84770c
2018-01-13,P02,571,Holt-Winters,RUN-20260925-84770c
2018-01-14,P02,605,Holt-Winters,RUN-20260925-84770c
2018-01-15,P02,397,Holt-Winters,RUN-20260925-84770c
2018-01-16,P02,464,Holt-Winters,RUN-20260925-84770c
2018-01-17,P02,479,Holt-Winters,RUN-20260925-84770c
2018-01-18,P02,510,Holt-Winters,RUN-20260925-84770c
2018-01-19,P02,540,Holt-Winters,RUN-20260925-84770c
2018-01-20,P02,571,Holt-Winters,RUN-20260925-84770c
2018-01-21,P02,605,Holt-Winters,RUN-20260925-84770c
2018-01-22,P02,398,Holt-Winters,RUN-20260925-84770c
2018-01-23,P02,465,Holt-Winters,RUN-20260925-84770c
2018-01-24,P02,480,Holt-Winters,RUN-20260925-84770c
2018-01-25,P02,510,Holt-Winters,RUN-20260925-84770c
2018-01-26,P02,540,Holt-Winters,RUN-20260925-84770c
2018-01-27,P02,572,Holt-Winters,RUN-20260925-84770c
2018-01-28,P02,606,Holt-Winters,RUN-20260925-84770c
2018-01-01,P03,253,LightGBM,RUN-20260925-84770c
2018-01-02,P03,268,LightGBM,RUN-20260925-84770c
2018-01-03,P03,283,LightGBM,RUN-20260925-84770c
2018-01-04,P03,292,LightGBM,RUN-20260925-84770c
2018-01-05,P03,319,LightGBM,RUN-20260925-84770c
2018-01-06,P03,335,LightGBM,RUN-20260925-84770c
2018-01-07,P03,366,LightGBM,RUN-20260925-84770c
2018-01-08,P03,246,LightGBM,RUN-20260925-84770c
2018-01-09,P03,272,LightGBM,RUN-20260925-84770c
2018-01-10,P03,286,LightGBM,RUN-20260925-84770c
2018-01-11,P03,301,LightGBM,RUN-20260925-84770c
2018-01-12,P03,311,LightGBM,RUN-20260925-84770c
2018-01-13,P03,322,LightGBM,RUN-20260925-84770c
2018-01-14,P03,363,LightGBM,RUN-20260925-84770c
2018-01-15,P03,250,LightGBM,RUN-20260925-84770c
2018-01-16,P03,271,LightGBM,RUN-20260925-84770c
2018-01-17,P03,286,LightGBM,RUN-20260925-84770c
2018-01-18,P03,295,LightGBM,RUN-20260925-84770c
2018-01-19,P03,309,LightGBM,RUN-20260925-84770c
2018-01-20,P03,314,LightGBM,RUN-20260925-84770c
2018-01-21,P03,347,LightGBM,RUN-20260925-84770c
2018-01-22,P03,237,LightGBM,RUN-20260925-84770c
2018-01-23,P03,272,LightGBM,RUN-20260925-84770c
2018-01-24,P03,290,LightGBM,RUN-20260925-84770c
2018-01-25,P03,309,LightGBM,RUN-20260925-84770c
2018-01-26,P03,312,LightGBM,RUN-20260925-84770c
2018-01-27,P03,317,LightGBM,RUN-20260925-84770c
2018-01-28,P03,360,LightGBM,RUN-20260925-84770c
2018-01-01,P04,139,LightGBM,RUN-20260925-84770c
2018-01-02,P04,161,LightGBM,RUN-20260925-84770c
2018-01-03,P04,169,LightGBM,RUN-20260925-84770c
2018-01-04,P04,190,LightGBM,RUN-20260925-84770c
2018-01-05,P04,203,LightGBM,RUN-20260925-84770c
2018-01-06,P04,209,LightGBM,RUN-20260925-84770c
2018-01-07,P04,224,LightGBM,RUN-20260925-84770c
2018-01-08,P04,138,LightGBM,RUN-20260925-84770c
2018-01-09,P04,163,LightGBM,RUN-20260925-84770c
2018-01-10,P04,167,LightGBM,RUN-20260925-84770c
2018-01-11,P04,187,LightGBM,RUN-20260925-84770c
2018-01-12,P04,196,LightGBM,RUN-20260925-84770c
2018-01-13,P04,209,LightGBM,RUN-20260925-84770c
2018-01-14,P04,226,LightGBM,RUN-20260925-84770c
2018-01-15,P04,137,LightGBM,RUN-20260925-84770c
2018-01-16,P04,161,LightGBM,RUN-20260925-84770c
2018-01-17,P04,166,LightGBM,RUN-20260925-84770c
2018-01-18,P04,181,LightGBM,RUN-20260925-84770c
2018-01-19,P04,204,LightGBM,RUN-20260925-84770c
2018-01-20,P04,211,LightGBM,RUN-20260925-84770c
2018-01-21,P04,225,LightGBM,RUN-20260925-84770c
2018-01-22,P04,138,LightGBM,RUN-20260925-84770c
2018-01-23,P04,163,LightGBM,RUN-20260925-84770c
2018-01-24,P04,166,LightGBM,RUN-20260925-84770c
2018-01-25,P04,176,LightGBM,RUN-20260925-84770c
2018-01-26,P04,198,LightGBM,RUN-20260925-84770c
2018-01-27,P04,210,LightGBM,RUN-20260925-84770c
2018-01-28,P04,232,LightGBM,RUN-20260925-84770c
2018-01-01,P05,116,LightGBM,RUN-20260925-84770c
2018-01-02,P05,143,LightGBM,RUN-20260925-84770c
2018-01-03,P05,143,LightGBM,RUN-20260925-84770c
2018-01-04,P05,166,LightGBM,RUN-20260925-84770c
2018-01-05,P05,161,LightGBM,RUN-20260925-84770c
2018-01-06,P05,177,LightGBM,RUN-20260925-84770c
2018-01-07,P05,194,LightGBM,RUN-20260925-84770c
2018-01-08,P05,116,LightGBM,RUN-20260925-84770c
2018-01-09,P05,144,LightGBM,RUN-20260925-84770c
2018-01-10,P05,146,LightGBM,RUN-20260925-84770c
2018-01-11,P05,160,LightGBM,RUN-20260925-84770c
2018-01-12,P05,169,LightGBM,RUN-20260925-84770c
2018-01-13,P05,177,LightGBM,RUN-20260925-84770c
2018-01-14,P05,191,LightGBM,RUN-20260925-84770c
2018-01-15,P05,117,LightGBM,RUN-20260925-84770c
2018-01-16,P05,141,LightGBM,RUN-20260925-84770c
2018-01-17,P05,143,LightGBM,RUN-20260925-84770c
2018-01-18,P05,165,LightGBM,RUN-20260925-84770c
2018-01-19,P05,168,LightGBM,RUN-20260925-84770c
2018-01-20,P05,182,LightGBM,RUN-20260925-84770c
2018-01-21,P05,193,LightGBM,RUN-20260925-84770c
2018-01-22,P05,116,LightGBM,RUN-20260925-84770c
2018-01-23,P05,145,LightGBM,RUN-20260925-84770c
2018-01-24,P05,149,LightGBM,RUN-20260925-84770c
2018-01-25,P05,156,LightGBM,RUN-20260925-84770c
2018-01-26,P05,169,LightGBM,RUN-20260925-84770c
2018-01-27,P05,177,LightGBM,RUN-20260925-84770c
2018-01-28,P05,194,LightGBM,RUN-20260925-84770c
