time_min,time_hour,interval_min,total_load_kw,run_id
570,9.5,15.0,60.091428571428565,RUN-20260925-2f9062
585,9.75,15.0,60.091428571428565,RUN-20260925-2f9062
600,10.0,15.0,60.091428571428565,RUN-20260925-2f9062
615,10.25,15.0,60.091428571428565,RUN-20260925-2f9062
630,10.5,15.0,60.091428571428565,RUN-20260925-2f9062
645,10.75,15.0,60.091428571428565,RUN-20260925-2f9062
660,11.0,15.0,60.091428571428565,RUN-20260925-2f9062
675,11.25,15.0,60.091428571428565,RUN-20260925-2f9062
690,11.5,15.0,60.091428571428565,RUN-20260925-2f9062
705,11.75,15.0,60.091428571428565,RUN-20260925-2f9062
720,12.0,15.0,60.091428571428565,RUN-20260925-2f9062
735,12.25,15.0,60.091428571428565,RUN-20260925-2f9062
750,12.5,15.0,60.091428571428565,RUN-20260925-2f9062
765,12.75,15.0,60.091428571428565,RUN-20260925-2f9062
780,13.0,15.0,60.091428571428565,RUN-20260925-2f9062
795,13.25,15.0,60.091428571428565,RUN-20260925-2f9062
810,13.5,15.0,60.091428571428565,RUN-20260925-2f9062
825,13.75,15.0,60.091428571428565,RUN-20260925-2f9062
840,14.0,15.0,60.091428571428565,RUN-20260925-2f9062
855,14.25,15.0,60.091428571428565,RUN-20260925-2f9062
870,14.5,15.0,60.091428571428565,RUN-20260925-2f9062
885,14.75,15.0,60.091428571428565,RUN-20260925-2f9062
900,15.0,15.0,60.091428571428565,RUN-20260925-2f9062
915,15.25,15.0,60.091428571428565,RUN-20260925-2f9062
930,15.5,15.0,60.091428571428565,RUN-20260925-2f9062
945,15.75,15.0,60.091428571428565,RUN-20260925-2f9062
960,16.0,15.0,60.091428571428565,RUN-20260925-2f9062
975,16.25,15.0,60.091428571428565,RUN-20260925-2f9062
990,16.5,15.0,60.091428571428565,RUN-20260925-2f9062
1005,16.75,15.0,60.091428571428565,RUN-20260925-2f9062
1020,17.0,15.0,60.091428571428565,RUN-20260925-2f9062
1035,17.25,15.0,60.09142857142857,RUN-20260925-2f9062
1050,17.5,15.0,18.98704761904762,RUN-20260925-2f9062
1065,17.75,15.0,4.04,RUN-20260925-2f9062
1080,18.0,15.0,47.108666666666664,RUN-20260925-2f9062
1095,18.25,15.0,62.769999999999996,RUN-20260925-2f9062
1110,18.5,15.0,62.769999999999996,RUN-20260925-2f9062
1125,18.75,15.0,62.769999999999996,RUN-20260925-2f9062
1140,19.0,15.0,62.769999999999996,RUN-20260925-2f9062
1155,19.25,15.0,62.769999999999996,RUN-20260925-2f9062
1170,19.5,15.0,62.769999999999996,RUN-20260925-2f9062
1185,19.75,15.0,62.769999999999996,RUN-20260925-2f9062
1200,20.0,15.0,62.769999999999996,RUN-20260925-2f9062
1215,20.25,15.0,62.769999999999996,RUN-20260925-2f9062
1230,20.5,15.0,62.769999999999996,RUN-20260925-2f9062
1245,20.75,15.0,62.769999999999996,RUN-20260925-2f9062
1260,21.0,15.0,62.769999999999996,RUN-20260925-2f9062
1275,21.25,15.0,62.769999999999996,RUN-20260925-2f9062
1290,21.5,15.0,62.769999999999996,RUN-20260925-2f9062
1305,21.75,15.0,62.769999999999996,RUN-20260925-2f9062
1320,22.0,15.0,62.769999999999996,RUN-20260925-2f9062
1335,22.25,15.0,62.769999999999996,RUN-20260925-2f9062
1350,22.5,15.0,62.769999999999996,RUN-20260925-2f9062
1365,22.75,15.0,62.769999999999996,RUN-20260925-2f9062
1380,23.0,15.0,62.769999999999996,RUN-20260925-2f9062
1395,23.25,15.0,62.769999999999996,RUN-20260925-2f9062
1410,23.5,15.0,62.769999999999996,RUN-20260925-2f9062
1425,23.75,15.0,62.769999999999996,RUN-20260925-2f9062
1440,24.0,15.0,60.75,RUN-20260925-2f9062
1455,24.25,15.0,60.75,RUN-20260925-2f9062
1470,24.5,15.0,60.75,RUN-20260925-2f9062
1485,24.75,15.0,60.75,RUN-20260925-2f9062
1500,25.0,15.0,60.75,RUN-20260925-2f9062
1515,25.25,15.0,60.75,RUN-20260925-2f9062
1530,25.5,15.0,60.75,RUN-20260925-2f9062
1545,25.75,15.0,60.75,RUN-20260925-2f9062
1560,26.0,15.0,60.75,RUN-20260925-2f9062
1575,26.25,15.0,60.75,RUN-20260925-2f9062
1590,26.5,15.0,60.75,RUN-20260925-2f9062
1605,26.75,15.0,60.75,RUN-20260925-2f9062
1620,27.0,15.0,60.75,RUN-20260925-2f9062
1635,27.25,15.0,60.75,RUN-20260925-2f9062
1650,27.5,15.0,60.75,RUN-20260925-2f9062
1665,27.75,15.0,60.75,RUN-20260925-2f9062
1680,28.0,15.0,60.75,RUN-20260925-2f9062
1695,28.25,15.0,60.75,RUN-20260925-2f9062
1710,28.5,15.0,60.75,RUN-20260925-2f9062
1725,28.75,15.0,60.75,RUN-20260925-2f9062
1740,29.0,15.0,60.75,RUN-20260925-2f9062
1755,29.25,15.0,60.75,RUN-20260925-2f9062
1770,29.5,15.0,60.75,RUN-20260925-2f9062
1785,29.75,15.0,60.75,RUN-20260925-2f9062
1800,30.0,15.0,60.75,RUN-20260925-2f9062
1815,30.25,15.0,60.75,RUN-20260925-2f9062
1830,30.5,15.0,60.75,RUN-20260925-2f9062
1845,30.75,15.0,60.75,RUN-20260925-2f9062
1860,31.0,15.0,60.75,RUN-20260925-2f9062
1875,31.25,15.0,60.75,RUN-20260925-2f9062
1890,31.5,15.0,60.75,RUN-20260925-2f9062
1905,31.75,15.0,60.75,RUN-20260925-2f9062
1920,32.0,15.0,62.769999999999996,RUN-20260925-2f9062
1935,32.25,15.0,62.769999999999996,RUN-20260925-2f9062
1950,32.5,15.0,62.769999999999996,RUN-20260925-2f9062
1965,32.75,15.0,62.769999999999996,RUN-20260925-2f9062
1980,33.0,15.0,62.769999999999996,RUN-20260925-2f9062
1995,33.25,15.0,62.769999999999996,RUN-20260925-2f9062
2010,33.5,15.0,62.769999999999996,RUN-20260925-2f9062
2025,33.75,15.0,121.24799999999999,RUN-20260925-2f9062
2040,34.0,15.0,231.25133333333335,RUN-20260925-2f9062
2055,34.25,15.0,246.95,RUN-20260925-2f9062
2070,34.5,15.0,246.95,RUN-20260925-2f9062
2085,34.75,15.0,246.95,RUN-20260925-2f9062
2100,35.0,15.0,246.95,RUN-20260925-2f9062
2115,35.25,15.0,246.95,RUN-20260925-2f9062
2130,35.5,15.0,246.95,RUN-20260925-2f9062
2145,35.75,15.0,246.95,RUN-20260925-2f9062
2160,36.0,15.0,246.95,RUN-20260925-2f9062
2175,36.25,15.0,246.95,RUN-20260925-2f9062
2190,36.5,15.0,246.95,RUN-20260925-2f9062
2205,36.75,15.0,246.95,RUN-20260925-2f9062
2220,37.0,15.0,246.95,RUN-20260925-2f9062
2235,37.25,15.0,246.95,RUN-20260925-2f9062
2250,37.5,15.0,246.95,RUN-20260925-2f9062
2265,37.75,15.0,246.95,RUN-20260925-2f9062
2280,38.0,15.0,246.95,RUN-20260925-2f9062
2295,38.25,15.0,246.95,RUN-20260925-2f9062
2310,38.5,15.0,246.95,RUN-20260925-2f9062
2325,38.75,15.0,246.95,RUN-20260925-2f9062
2340,39.0,15.0,246.95,RUN-20260925-2f9062
2355,39.25,15.0,246.95,RUN-20260925-2f9062
2370,39.5,15.0,246.95,RUN-20260925-2f9062
2385,39.75,15.0,246.95,RUN-20260925-2f9062
2400,40.0,15.0,246.95,RUN-20260925-2f9062
2415,40.25,15.0,246.95,RUN-20260925-2f9062
2430,40.5,15.0,246.95,RUN-20260925-2f9062
2445,40.75,15.0,246.95,RUN-20260925-2f9062
2460,41.0,15.0,246.95,RUN-20260925-2f9062
2475,41.25,15.0,246.95,RUN-20260925-2f9062
2490,41.5,15.0,246.95,RUN-20260925-2f9062
2505,41.75,15.0,188.47199999999998,RUN-20260925-2f9062
2520,42.0,15.0,121.64,RUN-20260925-2f9062
2535,42.25,15.0,121.64,RUN-20260925-2f9062
2550,42.5,15.0,121.64,RUN-20260925-2f9062
2565,42.75,15.0,121.64,RUN-20260925-2f9062
2580,43.0,15.0,121.64,RUN-20260925-2f9062
2595,43.25,15.0,121.64,RUN-20260925-2f9062
2610,43.5,15.0,121.64,RUN-20260925-2f9062
2625,43.75,15.0,121.64,RUN-20260925-2f9062
2640,44.0,15.0,121.64,RUN-20260925-2f9062
2655,44.25,15.0,121.64,RUN-20260925-2f9062
2670,44.5,15.0,117.71533333333335,RUN-20260925-2f9062
2685,44.75,15.0,62.769999999999996,RUN-20260925-2f9062
2700,45.0,15.0,62.769999999999996,RUN-20260925-2f9062
2715,45.25,15.0,62.769999999999996,RUN-20260925-2f9062
2730,45.5,15.0,62.769999999999996,RUN-20260925-2f9062
2745,45.75,15.0,62.769999999999996,RUN-20260925-2f9062
2760,46.0,15.0,62.769999999999996,RUN-20260925-2f9062
2775,46.25,15.0,62.769999999999996,RUN-20260925-2f9062
2790,46.5,15.0,62.769999999999996,RUN-20260925-2f9062
2805,46.75,15.0,62.769999999999996,RUN-20260925-2f9062
2820,47.0,15.0,62.769999999999996,RUN-20260925-2f9062
2835,47.25,15.0,62.769999999999996,RUN-20260925-2f9062
2850,47.5,15.0,62.769999999999996,RUN-20260925-2f9062
2865,47.75,15.0,62.769999999999996,RUN-20260925-2f9062
2880,48.0,15.0,60.75,RUN-20260925-2f9062
2895,48.25,15.0,60.75,RUN-20260925-2f9062
2910,48.5,15.0,60.75,RUN-20260925-2f9062
2925,48.75,15.0,60.75,RUN-20260925-2f9062
2940,49.0,15.0,60.75,RUN-20260925-2f9062
2955,49.25,15.0,60.75,RUN-20260925-2f9062
2970,49.5,15.0,60.75,RUN-20260925-2f9062
2985,49.75,15.0,60.75,RUN-20260925-2f9062
3000,50.0,15.0,17.681333333333335,RUN-20260925-2f9062
3015,50.25,15.0,5.796444444444444,RUN-20260925-2f9062
3030,50.5,15.0,58.666666666666664,RUN-20260925-2f9062
3045,50.75,15.0,58.666666666666664,RUN-20260925-2f9062
3060,51.0,15.0,58.666666666666664,RUN-20260925-2f9062
3075,51.25,15.0,58.666666666666664,RUN-20260925-2f9062
3090,51.5,15.0,58.666666666666664,RUN-20260925-2f9062
3105,51.75,15.0,58.666666666666664,RUN-20260925-2f9062
3120,52.0,15.0,58.666666666666664,RUN-20260925-2f9062
3135,52.25,15.0,58.666666666666664,RUN-20260925-2f9062
3150,52.5,15.0,58.666666666666664,RUN-20260925-2f9062
3165,52.75,15.0,58.666666666666664,RUN-20260925-2f9062
3180,53.0,15.0,58.666666666666664,RUN-20260925-2f9062
3195,53.25,15.0,58.666666666666664,RUN-20260925-2f9062
3210,53.5,15.0,58.666666666666664,RUN-20260925-2f9062
3225,53.75,15.0,58.666666666666664,RUN-20260925-2f9062
3240,54.0,15.0,58.666666666666664,RUN-20260925-2f9062
3255,54.25,15.0,58.666666666666664,RUN-20260925-2f9062
3270,54.5,15.0,58.666666666666664,RUN-20260925-2f9062
3285,54.75,15.0,58.666666666666664,RUN-20260925-2f9062
3300,55.0,15.0,58.666666666666664,RUN-20260925-2f9062
3315,55.25,15.0,58.666666666666664,RUN-20260925-2f9062
3330,55.5,15.0,58.666666666666664,RUN-20260925-2f9062
3345,55.75,15.0,58.666666666666664,RUN-20260925-2f9062
3360,56.0,15.0,121.57266666666668,RUN-20260925-2f9062
3375,56.25,15.0,121.71666666666667,RUN-20260925-2f9062
3390,56.5,15.0,227.32333333333332,RUN-20260925-2f9062
3405,56.75,15.0,234.86666666666667,RUN-20260925-2f9062
3420,57.0,15.0,234.86666666666667,RUN-20260925-2f9062
3435,57.25,15.0,234.86666666666667,RUN-20260925-2f9062
3450,57.5,15.0,234.86666666666667,RUN-20260925-2f9062
3465,57.75,15.0,234.86666666666667,RUN-20260925-2f9062
3480,58.0,15.0,234.86666666666667,RUN-20260925-2f9062
3495,58.25,15.0,234.86666666666667,RUN-20260925-2f9062
3510,58.5,15.0,234.86666666666667,RUN-20260925-2f9062
3525,58.75,15.0,234.86666666666667,RUN-20260925-2f9062
3540,59.0,15.0,234.86666666666667,RUN-20260925-2f9062
3555,59.25,15.0,234.86666666666667,RUN-20260925-2f9062
3570,59.5,15.0,234.86666666666667,RUN-20260925-2f9062
3585,59.75,15.0,234.86666666666667,RUN-20260925-2f9062
3600,60.0,15.0,234.86666666666667,RUN-20260925-2f9062
3615,60.25,15.0,234.86666666666667,RUN-20260925-2f9062
3630,60.5,15.0,234.86666666666667,RUN-20260925-2f9062
3645,60.75,15.0,234.86666666666667,RUN-20260925-2f9062
3660,61.0,15.0,234.86666666666667,RUN-20260925-2f9062
3675,61.25,15.0,234.86666666666667,RUN-20260925-2f9062
3690,61.5,15.0,234.86666666666667,RUN-20260925-2f9062
3705,61.75,15.0,234.86666666666667,RUN-20260925-2f9062
3720,62.0,15.0,234.86666666666667,RUN-20260925-2f9062
3735,62.25,15.0,231.09022222222222,RUN-20260925-2f9062
3750,62.5,15.0,178.22,RUN-20260925-2f9062
3765,62.75,15.0,201.712,RUN-20260925-2f9062
3780,63.0,15.0,236.95,RUN-20260925-2f9062
3795,63.25,15.0,236.95,RUN-20260925-2f9062
3810,63.5,15.0,236.95,RUN-20260925-2f9062
3825,63.75,15.0,236.95,RUN-20260925-2f9062
3840,64.0,15.0,236.95,RUN-20260925-2f9062
3855,64.25,15.0,236.95,RUN-20260925-2f9062
3870,64.5,15.0,236.95,RUN-20260925-2f9062
3885,64.75,15.0,236.95,RUN-20260925-2f9062
3900,65.0,15.0,236.95,RUN-20260925-2f9062
3915,65.25,15.0,236.95,RUN-20260925-2f9062
3930,65.5,15.0,236.95,RUN-20260925-2f9062
3945,65.75,15.0,236.95,RUN-20260925-2f9062
3960,66.0,15.0,236.95,RUN-20260925-2f9062
3975,66.25,15.0,236.95,RUN-20260925-2f9062
3990,66.5,15.0,217.32666666666665,RUN-20260925-2f9062
4005,66.75,15.0,178.07999999999998,RUN-20260925-2f9062
4020,67.0,15.0,178.07999999999998,RUN-20260925-2f9062
4035,67.25,15.0,178.07999999999998,RUN-20260925-2f9062
4050,67.5,15.0,178.07999999999998,RUN-20260925-2f9062
4065,67.75,15.0,178.07999999999998,RUN-20260925-2f9062
4080,68.0,15.0,178.07999999999998,RUN-20260925-2f9062
4095,68.25,15.0,178.07999999999998,RUN-20260925-2f9062
4110,68.5,15.0,178.07999999999998,RUN-20260925-2f9062
4125,68.75,15.0,178.07999999999998,RUN-20260925-2f9062
4140,69.0,15.0,178.07999999999998,RUN-20260925-2f9062
4155,69.25,15.0,178.07999999999998,RUN-20260925-2f9062
4170,69.5,15.0,178.07999999999998,RUN-20260925-2f9062
4185,69.75,15.0,108.894,RUN-20260925-2f9062
4200,70.0,15.0,62.769999999999996,RUN-20260925-2f9062
4215,70.25,15.0,62.769999999999996,RUN-20260925-2f9062
4230,70.5,15.0,62.769999999999996,RUN-20260925-2f9062
4245,70.75,15.0,62.769999999999996,RUN-20260925-2f9062
4260,71.0,15.0,62.769999999999996,RUN-20260925-2f9062
4275,71.25,15.0,62.769999999999996,RUN-20260925-2f9062
4290,71.5,15.0,62.769999999999996,RUN-20260925-2f9062
4305,71.75,15.0,62.769999999999996,RUN-20260925-2f9062
4320,72.0,15.0,60.75,RUN-20260925-2f9062
4335,72.25,15.0,60.75,RUN-20260925-2f9062
4350,72.5,15.0,60.75,RUN-20260925-2f9062
4365,72.75,15.0,60.75,RUN-20260925-2f9062
4380,73.0,15.0,60.75,RUN-20260925-2f9062
4395,73.25,15.0,60.75,RUN-20260925-2f9062
4410,73.5,15.0,60.75,RUN-20260925-2f9062
4425,73.75,15.0,60.75,RUN-20260925-2f9062
4440,74.0,15.0,60.75,RUN-20260925-2f9062
4455,74.25,15.0,60.75,RUN-20260925-2f9062
4470,74.5,15.0,60.75,RUN-20260925-2f9062
4485,74.75,15.0,60.75,RUN-20260925-2f9062
4500,75.0,15.0,60.75,RUN-20260925-2f9062
4515,75.25,15.0,60.75,RUN-20260925-2f9062
4530,75.5,15.0,60.75,RUN-20260925-2f9062
4545,75.75,15.0,60.75,RUN-20260925-2f9062
4560,76.0,15.0,60.75,RUN-20260925-2f9062
4575,76.25,15.0,60.75,RUN-20260925-2f9062
4590,76.5,15.0,60.75,RUN-20260925-2f9062
4605,76.75,15.0,60.75,RUN-20260925-2f9062
4620,77.0,15.0,60.75,RUN-20260925-2f9062
4635,77.25,15.0,60.75,RUN-20260925-2f9062
4650,77.5,15.0,60.75,RUN-20260925-2f9062
4665,77.75,15.0,60.75,RUN-20260925-2f9062
4680,78.0,15.0,60.75,RUN-20260925-2f9062
4695,78.25,15.0,60.75,RUN-20260925-2f9062
4710,78.5,15.0,60.75,RUN-20260925-2f9062
4725,78.75,15.0,60.75,RUN-20260925-2f9062
4740,79.0,15.0,60.75,RUN-20260925-2f9062
4755,79.25,15.0,60.75,RUN-20260925-2f9062
4770,79.5,15.0,60.75,RUN-20260925-2f9062
4785,79.75,15.0,60.75,RUN-20260925-2f9062
4800,80.0,15.0,236.95,RUN-20260925-2f9062
4815,80.25,15.0,236.95,RUN-20260925-2f9062
4830,80.5,15.0,236.95,RUN-20260925-2f9062
4845,80.75,15.0,236.95,RUN-20260925-2f9062
4860,81.0,15.0,236.95,RUN-20260925-2f9062
4875,81.25,15.0,236.95,RUN-20260925-2f9062
4890,81.5,15.0,236.95,RUN-20260925-2f9062
4905,81.75,15.0,236.95,RUN-20260925-2f9062
4920,82.0,15.0,236.95,RUN-20260925-2f9062
4935,82.25,15.0,236.95,RUN-20260925-2f9062
4950,82.5,15.0,236.95,RUN-20260925-2f9062
4965,82.75,15.0,236.95,RUN-20260925-2f9062
4980,83.0,15.0,236.95,RUN-20260925-2f9062
4995,83.25,15.0,189.966,RUN-20260925-2f9062
5010,83.5,15.0,204.8318787878788,RUN-20260925-2f9062
5025,83.75,15.0,235.24545454545455,RUN-20260925-2f9062
5040,84.0,15.0,235.24545454545455,RUN-20260925-2f9062
5055,84.25,15.0,235.24545454545455,RUN-20260925-2f9062
5070,84.5,15.0,235.24545454545455,RUN-20260925-2f9062
5085,84.75,15.0,235.24545454545455,RUN-20260925-2f9062
5100,85.0,15.0,235.24545454545455,RUN-20260925-2f9062
5115,85.25,15.0,235.24545454545455,RUN-20260925-2f9062
5130,85.5,15.0,235.24545454545455,RUN-20260925-2f9062
5145,85.75,15.0,235.24545454545455,RUN-20260925-2f9062
5160,86.0,15.0,235.24545454545455,RUN-20260925-2f9062
5175,86.25,15.0,235.24545454545455,RUN-20260925-2f9062
5190,86.5,15.0,235.24545454545455,RUN-20260925-2f9062
5205,86.75,15.0,235.24545454545455,RUN-20260925-2f9062
5220,87.0,15.0,235.24545454545455,RUN-20260925-2f9062
5235,87.25,15.0,235.24545454545455,RUN-20260925-2f9062
5250,87.5,15.0,235.24545454545455,RUN-20260925-2f9062
5265,87.75,15.0,235.24545454545455,RUN-20260925-2f9062
5280,88.0,15.0,235.24545454545455,RUN-20260925-2f9062
5295,88.25,15.0,235.24545454545455,RUN-20260925-2f9062
5310,88.5,15.0,235.24545454545455,RUN-20260925-2f9062
5325,88.75,15.0,235.24545454545455,RUN-20260925-2f9062
5340,89.0,15.0,235.24545454545455,RUN-20260925-2f9062
5355,89.25,15.0,235.24545454545455,RUN-20260925-2f9062
5370,89.5,15.0,235.24545454545455,RUN-20260925-2f9062
5385,89.75,15.0,235.24545454545455,RUN-20260925-2f9062
5400,90.0,15.0,235.24545454545455,RUN-20260925-2f9062
5415,90.25,15.0,235.24545454545455,RUN-20260925-2f9062
5430,90.5,15.0,215.62212121212121,RUN-20260925-2f9062
5445,90.75,15.0,176.37545454545455,RUN-20260925-2f9062
5460,91.0,15.0,176.37545454545455,RUN-20260925-2f9062
5475,91.25,15.0,176.37545454545455,RUN-20260925-2f9062
5490,91.5,15.0,176.37545454545455,RUN-20260925-2f9062
5505,91.75,15.0,176.37545454545455,RUN-20260925-2f9062
5520,92.0,15.0,176.37545454545455,RUN-20260925-2f9062
5535,92.25,15.0,176.37545454545455,RUN-20260925-2f9062
5550,92.5,15.0,176.37545454545455,RUN-20260925-2f9062
5565,92.75,15.0,176.37545454545455,RUN-20260925-2f9062
5580,93.0,15.0,176.37545454545455,RUN-20260925-2f9062
5595,93.25,15.0,99.50212121212121,RUN-20260925-2f9062
5610,93.5,15.0,61.065454545454536,RUN-20260925-2f9062
5625,93.75,15.0,61.065454545454536,RUN-20260925-2f9062
5640,94.0,15.0,61.065454545454536,RUN-20260925-2f9062
5655,94.25,15.0,61.065454545454536,RUN-20260925-2f9062
5670,94.5,15.0,61.065454545454536,RUN-20260925-2f9062
5685,94.75,15.0,61.065454545454536,RUN-20260925-2f9062
5700,95.0,15.0,61.065454545454536,RUN-20260925-2f9062
5715,95.25,15.0,61.065454545454536,RUN-20260925-2f9062
5730,95.5,15.0,61.065454545454536,RUN-20260925-2f9062
5745,95.75,15.0,61.065454545454536,RUN-20260925-2f9062
5760,96.0,15.0,59.04545454545454,RUN-20260925-2f9062
5775,96.25,15.0,51.4420606060606,RUN-20260925-2f9062
5790,96.5,15.0,2.02,RUN-20260925-2f9062
5805,96.75,15.0,2.02,RUN-20260925-2f9062
5820,97.0,15.0,52.004,RUN-20260925-2f9062
5835,97.25,15.0,64.5,RUN-20260925-2f9062
5850,97.5,15.0,64.5,RUN-20260925-2f9062
5865,97.75,15.0,64.5,RUN-20260925-2f9062
5880,98.0,15.0,64.5,RUN-20260925-2f9062
5895,98.25,15.0,64.5,RUN-20260925-2f9062
5910,98.5,15.0,64.5,RUN-20260925-2f9062
5925,98.75,15.0,64.5,RUN-20260925-2f9062
5940,99.0,15.0,64.5,RUN-20260925-2f9062
5955,99.25,15.0,64.5,RUN-20260925-2f9062
5970,99.5,15.0,64.5,RUN-20260925-2f9062
5985,99.75,15.0,64.5,RUN-20260925-2f9062
6000,100.0,15.0,64.5,RUN-20260925-2f9062
6015,100.25,15.0,64.5,RUN-20260925-2f9062
6030,100.5,15.0,64.5,RUN-20260925-2f9062
6045,100.75,15.0,64.5,RUN-20260925-2f9062
6060,101.0,15.0,64.5,RUN-20260925-2f9062
6075,101.25,15.0,64.5,RUN-20260925-2f9062
6090,101.5,15.0,64.5,RUN-20260925-2f9062
6105,101.75,15.0,64.5,RUN-20260925-2f9062
6120,102.0,15.0,64.5,RUN-20260925-2f9062
6135,102.25,15.0,64.5,RUN-20260925-2f9062
6150,102.5,15.0,64.5,RUN-20260925-2f9062
6165,102.75,15.0,64.5,RUN-20260925-2f9062
6180,103.0,15.0,64.5,RUN-20260925-2f9062
6195,103.25,15.0,64.5,RUN-20260925-2f9062
6210,103.5,15.0,64.5,RUN-20260925-2f9062
6225,103.75,15.0,64.5,RUN-20260925-2f9062
6240,104.0,15.0,182.69,RUN-20260925-2f9062
6255,104.25,15.0,219.57761904761907,RUN-20260925-2f9062
6270,104.5,15.0,238.02142857142857,RUN-20260925-2f9062
6285,104.75,15.0,238.02142857142857,RUN-20260925-2f9062
6300,105.0,15.0,238.02142857142857,RUN-20260925-2f9062
6315,105.25,15.0,238.02142857142857,RUN-20260925-2f9062
6330,105.5,15.0,238.02142857142857,RUN-20260925-2f9062
6345,105.75,15.0,238.02142857142857,RUN-20260925-2f9062
6360,106.0,15.0,238.02142857142857,RUN-20260925-2f9062
6375,106.25,15.0,238.02142857142857,RUN-20260925-2f9062
6390,106.5,15.0,238.02142857142857,RUN-20260925-2f9062
6405,106.75,15.0,238.02142857142857,RUN-20260925-2f9062
6420,107.0,15.0,238.02142857142857,RUN-20260925-2f9062
6435,107.25,15.0,238.02142857142857,RUN-20260925-2f9062
6450,107.5,15.0,238.02142857142857,RUN-20260925-2f9062
6465,107.75,15.0,238.02142857142857,RUN-20260925-2f9062
6480,108.0,15.0,238.02142857142857,RUN-20260925-2f9062
6495,108.25,15.0,238.02142857142857,RUN-20260925-2f9062
6510,108.5,15.0,238.02142857142857,RUN-20260925-2f9062
6525,108.75,15.0,238.02142857142857,RUN-20260925-2f9062
6540,109.0,15.0,238.02142857142857,RUN-20260925-2f9062
6555,109.25,15.0,238.02142857142857,RUN-20260925-2f9062
6570,109.5,15.0,238.02142857142857,RUN-20260925-2f9062
6585,109.75,15.0,238.02142857142857,RUN-20260925-2f9062
6600,110.0,15.0,238.02142857142857,RUN-20260925-2f9062
6615,110.25,15.0,238.02142857142857,RUN-20260925-2f9062
6630,110.5,15.0,238.02142857142857,RUN-20260925-2f9062
6645,110.75,15.0,238.02142857142857,RUN-20260925-2f9062
6660,111.0,15.0,238.02142857142857,RUN-20260925-2f9062
6675,111.25,15.0,238.02142857142857,RUN-20260925-2f9062
6690,111.5,15.0,238.02142857142857,RUN-20260925-2f9062
6705,111.75,15.0,238.02142857142857,RUN-20260925-2f9062
6720,112.0,15.0,238.02142857142857,RUN-20260925-2f9062
6735,112.25,15.0,238.02142857142857,RUN-20260925-2f9062
6750,112.5,15.0,182.69,RUN-20260925-2f9062
6765,112.75,15.0,221.36333333333334,RUN-20260925-2f9062
6780,113.0,15.0,240.7,RUN-20260925-2f9062
6795,113.25,15.0,240.7,RUN-20260925-2f9062
6810,113.5,15.0,240.7,RUN-20260925-2f9062
6825,113.75,15.0,240.7,RUN-20260925-2f9062
6840,114.0,15.0,240.7,RUN-20260925-2f9062
6855,114.25,15.0,240.7,RUN-20260925-2f9062
6870,114.5,15.0,240.7,RUN-20260925-2f9062
6885,114.75,15.0,240.7,RUN-20260925-2f9062
6900,115.0,15.0,240.7,RUN-20260925-2f9062
6915,115.25,15.0,240.7,RUN-20260925-2f9062
6930,115.5,15.0,240.7,RUN-20260925-2f9062
6945,115.75,15.0,185.75466666666665,RUN-20260925-2f9062
6960,116.0,15.0,181.82999999999998,RUN-20260925-2f9062
