date,store,item,sales
2017-01-02,8,4,147
2017-01-02,8,5,101
2017-01-02,9,1,120
2017-01-02,9,2,213
2017-01-02,9,3,174
2017-01-02,9,4,126
2017-01-02,9,5,111
2017-01-02,10,1,106
2017-01-02,10,2,223
2017-01-02,10,3,191
2017-01-02,10,4,144
2017-01-02,10,5,110
2017-01-03,1,1,133
2017-01-03,1,2,223
2017-01-03,1,3,173
2017-01-03,1,4,141
2017-01-03,1,5,126
2017-01-03,2,1,112
2017-01-03,2,2,209
2017-01-03,2,3,185
2017-01-03,2,4,138
2017-01-03,2,5,106
2017-01-03,3,1,110
2017-01-03,3,2,205
2017-01-03,3,3,169
2017-01-03,3,4,153
2017-01-03,3,5,110
2017-01-03,4,1,105
2017-01-03,4,2,230
2017-01-03,4,3,190
2017-01-03,4,4,150
2017-01-03,4,5,107
2017-01-03,5,1,118
2017-01-03,5,2,221
2017-01-03,5,3,191
2017-01-03,5,4,136
2017-01-03,5,5,104
2017-01-03,6,1,126
2017-01-03,6,2,230
2017-01-03,6,3,180
2017-01-03,6,4,146
2017-01-03,6,5,111
2017-01-03,7,1,118
2017-01-03,7,2,214
2017-01-03,7,3,171
2017-01-03,7,4,135
2017-01-03,7,5,102
2017-01-03,8,1,123
2017-01-03,8,2,230
2017-01-03,8,3,182
2017-01-03,8,4,133
2017-01-03,8,5,117
2017-01-03,9,1,123
2017-01-03,9,2,224
2017-01-03,9,3,176
2017-01-03,9,4,149
2017-01-03,9,5,119
2017-01-03,10,1,119
2017-01-03,10,2,226
2017-01-03,10,3,189
2017-01-03,10,4,137
2017-01-03,10,5,110
2017-01-04,1,1,121
2017-01-04,1,2,212
2017-01-04,1,3,184
2017-01-04,1,4,149
2017-01-04,1,5,109
2017-01-04,2,1,123
2017-01-04,2,2,232
2017-01-04,2,3,177
2017-01-04,2,4,143
2017-01-04,2,5,106
2017-01-04,3,1,116
2017-01-04,3,2,223
2017-01-04,3,3,182
2017-01-04,3,4,145
2017-01-04,3,5,111
2017-01-04,4,1,124
2017-01-04,4,2,234
2017-01-04,4,3,189
2017-01-04,4,4,143
2017-01-04,4,5,115
2017-01-04,5,1,118
2017-01-04,5,2,219
2017-01-04,5,3,184
2017-01-04,5,4,141
2017-01-04,5,5,117
2017-01-04,6,1,131
2017-01-04,6,2,220
2017-01-04,6,3,164
2017-01-04,6,4,157
2017-01-04,6,5,105
2017-01-04,7,1,122
2017-01-04,7,2,226
2017-01-04,7,3,192
2017-01-04,7,4,155
2017-01-04,7,5,108
2017-01-04,8,1,130
2017-01-04,8,2,222
2017-01-04,8,3,202
2017-01-04,8,4,149
2017-01-04,8,5,109
2017-01-04,9,1,114
2017-01-04,9,2,200
2017-01-04,9,3,186
2017-01-04,9,4,149
2017-01-04,9,5,116
2017-01-04,10,1,102
2017-01-04,10,2,210
2017-01-04,10,3,184
2017-01-04,10,4,155
2017-01-04,10,5,110
2017-01-05,1,1,130
2017-01-05,1,2,213
2017-01-05,1,3,182
2017-01-05,1,4,139
2017-01-05,1,5,120
2017-01-05,2,1,116
2017-01-05,2,2,234
2017-01-05,2,3,178
2017-01-05,2,4,132
2017-01-05,2,5,102
2017-01-05,3,1,116
2017-01-05,3,2,224
2017-01-05,3,3,176
2017-01-05,3,4,134
2017-01-05,3,5,118
2017-01-05,4,1,95
2017-01-05,4,2,217
2017-01-05,4,3,170
2017-01-05,4,4,134
2017-01-05,4,5,113
2017-01-05,5,1,119
2017-01-05,5,2,218
2017-01-05,5,3,190
2017-01-05,5,4,141
2017-01-05,5,5,125
2017-01-05,6,1,126
2017-01-05,6,2,213
2017-01-05,6,3,196
2017-01-05,6,4,143
2017-01-05,6,5,126
2017-01-05,7,1,119
2017-01-05,7,2,223
2017-01-05,7,3,184
2017-01-05,7,4,139
2017-01-05,7,5,121
2017-01-05,8,1,136
2017-01-05,8,2,202
2017-01-05,8,3,187
2017-01-05,8,4,134
2017-01-05,8,5,90
2017-01-05,9,1,125
2017-01-05,9,2,225
2017-01-05,9,3,186
2017-01-05,9,4,144
2017-01-05,9,5,118
2017-01-05,10,1,116
2017-01-05,10,2,223
2017-01-05,10,3,186
2017-01-05,10,4,152
2017-01-05,10,5,111
2017-01-06,1,1,119
2017-01-06,1,2,221
2017-01-06,1,3,171
2017-01-06,1,4,147
2017-01-06,1,5,99
2017-01-06,2,1,124
2017-01-06,2,2,222
2017-01-06,2,3,169
2017-01-06,2,4,129
2017-01-06,2,5,104
2017-01-06,3,1,118
2017-01-06,3,2,233
2017-01-06,3,3,180
2017-01-06,3,4,145
2017-01-06,3,5,121
2017-01-06,4,1,130
2017-01-06,4,2,221
2017-01-06,4,3,175
2017-01-06,4,4,145
2017-01-06,4,5,106
2017-01-06,5,1,136
2017-01-06,5,2,228
2017-01-06,5,3,183
2017-01-06,5,4,145
2017-01-06,5,5,112
2017-01-06,6,1,118
2017-01-06,6,2,225
2017-01-06,6,3,179
2017-01-06,6,4,157
2017-01-06,6,5,106
2017-01-06,7,1,125
2017-01-06,7,2,215
2017-01-06,7,3,175
2017-01-06,7,4,127
2017-01-06,7,5,114
2017-01-06,8,1,117
2017-01-06,8,2,230
2017-01-06,8,3,184
2017-01-06,8,4,142
2017-01-06,8,5,100
2017-01-06,9,1,126
2017-01-06,9,2,216
2017-01-06,9,3,170
2017-01-06,9,4,144
2017-01-06,9,5,101
2017-01-06,10,1,104
2017-01-06,10,2,231
2017-01-06,10,3,177
2017-01-06,10,4,127
2017-01-06,10,5,103
2017-01-07,1,1,116
2017-01-07,1,2,230
2017-01-07,1,3,168
2017-01-07,1,4,131
2017-01-07,1,5,119
2017-01-07,2,1,118
2017-01-07,2,2,223
2017-01-07,2,3,177
2017-01-07,2,4,157
2017-01-07,2,5,101
2017-01-07,3,1,124
2017-01-07,3,2,233
2017-01-07,3,3,178
2017-01-07,3,4,135
2017-01-07,3,5,117
2017-01-07,4,1,129
2017-01-07,4,2,215
2017-01-07,4,3,193
2017-01-07,4,4,142
2017-01-07,4,5,115
2017-01-07,5,1,133
2017-01-07,5,2,227
2017-01-07,5,3,181
2017-01-07,5,4,136
2017-01-07,5,5,133
2017-01-07,6,1,115
2017-01-07,6,2,224
2017-01-07,6,3,185
2017-01-07,6,4,146
2017-01-07,6,5,128
2017-01-07,7,1,122
2017-01-07,7,2,221
2017-01-07,7,3,194
2017-01-07,7,4,140
2017-01-07,7,5,118
2017-01-07,8,1,123
2017-01-07,8,2,229
2017-01-07,8,3,187
2017-01-07,8,4,138
2017-01-07,8,5,97
2017-01-07,9,1,108
2017-01-07,9,2,207
2017-01-07,9,3,181
2017-01-07,9,4,122
2017-01-07,9,5,110
2017-01-07,10,1,122
2017-01-07,10,2,228
2017-01-07,10,3,185
2017-01-07,10,4,149
2017-01-07,10,5,115
2017-01-08,1,1,119
2017-01-08,1,2,221
2017-01-08,1,3,175
2017-01-08,1,4,143
2017-01-08,1,5,99
2017-01-08,2,1,130
2017-01-08,2,2,214
2017-01-08,2,3,183
2017-01-08,2,4,144
2017-01-08,2,5,121
2017-01-08,3,1,108
2017-01-08,3,2,219
2017-01-08,3,3,186
2017-01-08,3,4,156
2017-01-08,3,5,111
2017-01-08,4,1,117
2017-01-08,4,2,238
2017-01-08,4,3,188
2017-01-08,4,4,153
2017-01-08,4,5,102
2017-01-08,5,1,126
2017-01-08,5,2,213
2017-01-08,5,3,171
2017-01-08,5,4,146
2017-01-08,5,5,117
2017-01-08,6,1,118
2017-01-08,6,2,233
2017-01-08,6,3,179
2017-01-08,6,4,139
2017-01-08,6,5,111
2017-01-08,7,1,120
2017-01-08,7,2,232
2017-01-08,7,3,173
2017-01-08,7,4,136
2017-01-08,7,5,102
2017-01-08,8,1,137
2017-01-08,8,2,219
2017-01-08,8,3,175
2017-01-08,8,4,139
2017-01-08,8,5,118
2017-01-08,9,1,127
2017-01-08,9,2,217
2017-01-08,9,3,178
2017-01-08,9,4,130
2017-01-08,9,5,113
2017-01-08,10,1,132
2017-01-08,10,2,217
2017-01-08,10,3,187
2017-01-08,10,4,137
2017-01-08,10,5,103
2017-01-09,1,1,127
2017-01-09,1,2,241
2017-01-09,1,3,186
2017-01-09,1,4,139
2017-01-09,1,5,109
2017-01-09,2,1,137
2017-01-09,2,2,224
2017-01-09,2,3,176
2017-01-09,2,4,141
2017-01-09,2,5,114
2017-01-09,3,1,126
2017-01-09,3,2,234
2017-01-09,3,3,192
2017-01-09,3,4,143
2017-01-09,3,5,111
2017-01-09,4,1,125
2017-01-09,4,2,217
2017-01-09,4,3,190
2017-01-09,4,4,140
2017-01-09,4,5,116
2017-01-09,5,1,136
2017-01-09,5,2,226
2017-01-09,5,3,184
2017-01-09,5,4,138
2017-01-09,5,5,111
2017-01-09,6,1,113
2017-01-09,6,2,226
2017-01-09,6,3,165
2017-01-09,6,4,150
2017-01-09,6,5,118
2017-01-09,7,1,123
2017-01-09,7,2,218
2017-01-09,7,3,182
2017-01-09,7,4,128
2017-01-09,7,5,118
2017-01-09,8,1,121
2017-01-09,8,2,234
2017-01-09,8,3,185
2017-01-09,8,4,144
2017-01-09,8,5,115
2017-01-09,9,1,114
2017-01-09,9,2,218
2017-01-09,9,3,183
2017-01-09,9,4,139
2017-01-09,9,5,107
2017-01-09,10,1,120
2017-01-09,10,2,222
2017-01-09,10,3,200
2017-01-09,10,4,139
2017-01-09,10,5,106
2017-01-10,1,1,121
2017-01-10,1,2,234
2017-01-10,1,3,195
2017-01-10,1,4,158
2017-01-10,1,5,113
2017-01-10,2,1,127
2017-01-10,2,2,214
2017-01-10,2,3,179
2017-01-10,2,4,133
2017-01-10,2,5,116
2017-01-10,3,1,122
2017-01-10,3,2,224
2017-01-10,3,3,175
2017-01-10,3,4,149
2017-01-10,3,5,93
2017-01-10,4,1,120
2017-01-10,4,2,221
2017-01-10,4,3,166
2017-01-10,4,4,145
2017-01-10,4,5,111
2017-01-10,5,1,127
2017-01-10,5,2,238
2017-01-10,5,3,185
2017-01-10,5,4,150
2017-01-10,5,5,123
2017-01-10,6,1,126
2017-01-10,6,2,215
2017-01-10,6,3,169
2017-01-10,6,4,145
2017-01-10,6,5,109
2017-01-10,7,1,132
2017-01-10,7,2,218
2017-01-10,7,3,182
2017-01-10,7,4,133
2017-01-10,7,5,109
2017-01-10,8,1,115
2017-01-10,8,2,215
2017-01-10,8,3,182
2017-01-10,8,4,137
2017-01-10,8,5,133
2017-01-10,9,1,129
2017-01-10,9,2,231
2017-01-10,9,3,181
2017-01-10,9,4,143
2017-01-10,9,5,109
2017-01-10,10,1,143
2017-01-10,10,2,221
2017-01-10,10,3,177
2017-01-10,10,4,136
2017-01-10,10,5,115
2017-01-11,1,1,134
2017-01-11,1,2,231
2017-01-11,1,3,176
2017-01-11,1,4,136
2017-01-11,1,5,122
2017-01-11,2,1,139
2017-01-11,2,2,221
2017-01-11,2,3,192
2017-01-11,2,4,131
2017-01-11,2,5,106
2017-01-11,3,1,114
2017-01-11,3,2,226
2017-01-11,3,3,181
2017-01-11,3,4,144
2017-01-11,3,5,122
2017-01-11,4,1,117
2017-01-11,4,2,223
2017-01-11,4,3,172
2017-01-11,4,4,152
2017-01-11,4,5,121
2017-01-11,5,1,125
2017-01-11,5,2,223
2017-01-11,5,3,178
2017-01-11,5,4,131
2017-01-11,5,5,115
2017-01-11,6,1,128
2017-01-11,6,2,238
2017-01-11,6,3,179
2017-01-11,6,4,144
2017-01-11,6,5,121
2017-01-11,7,1,131
2017-01-11,7,2,217
2017-01-11,7,3,180
2017-01-11,7,4,138
2017-01-11,7,5,105
2017-01-11,8,1,134
2017-01-11,8,2,223
2017-01-11,8,3,182
2017-01-11,8,4,144
2017-01-11,8,5,113
2017-01-11,9,1,121
2017-01-11,9,2,216
2017-01-11,9,3,195
2017-01-11,9,4,138
2017-01-11,9,5,105
2017-01-11,10,1,122
2017-01-11,10,2,240
2017-01-11,10,3,176
2017-01-11,10,4,148
2017-01-11,10,5,110
2017-01-12,1,1,125
2017-01-12,1,2,230
2017-01-12,1,3,169
2017-01-12,1,4,135
2017-01-12,1,5,120
2017-01-12,2,1,123
2017-01-12,2,2,224
2017-01-12,2,3,188
2017-01-12,2,4,135
2017-01-12,2,5,121
2017-01-12,3,1,129
2017-01-12,3,2,224
2017-01-12,3,3,186
2017-01-12,3,4,152
2017-01-12,3,5,108
2017-01-12,4,1,128
2017-01-12,4,2,237
2017-01-12,4,3,188
2017-01-12,4,4,141
2017-01-12,4,5,131
2017-01-12,5,1,124
2017-01-12,5,2,234
2017-01-12,5,3,179
2017-01-12,5,4,151
2017-01-12,5,5,108
2017-01-12,6,1,125
2017-01-12,6,2,218
2017-01-12,6,3,198
2017-01-12,6,4,141
2017-01-12,6,5,104
2017-01-12,7,1,123
2017-01-12,7,2,227
2017-01-12,7,3,182
2017-01-12,7,4,136
2017-01-12,7,5,121
2017-01-12,8,1,133
2017-01-12,8,2,209
2017-01-12,8,3,176
2017-01-12,8,4,141
2017-01-12,8,5,108
2017-01-12,9,1,127
2017-01-12,9,2,237
2017-01-12,9,3,180
2017-01-12,9,4,155
2017-01-12,9,5,101
2017-01-12,10,1,126
2017-01-12,10,2,218
2017-01-12,10,3,186
2017-01-12,10,4,129
2017-01-12,10,5,102
2017-01-13,1,1,127
2017-01-13,1,2,218
2017-01-13,1,3,180
2017-01-13,1,4,158
2017-01-13,1,5,114
2017-01-13,2,1,130
2017-01-13,2,2,217
2017-01-13,2,3,172
2017-01-13,2,4,142
2017-01-13,2,5,101
2017-01-13,3,1,117
2017-01-13,3,2,225
2017-01-13,3,3,182
2017-01-13,3,4,146
2017-01-13,3,5,118
2017-01-13,4,1,113
2017-01-13,4,2,215
2017-01-13,4,3,165
2017-01-13,4,4,140
2017-01-13,4,5,119
2017-01-13,5,1,135
2017-01-13,5,2,224
2017-01-13,5,3,194
2017-01-13,5,4,146
2017-01-13,5,5,114
2017-01-13,6,1,118
2017-01-13,6,2,204
2017-01-13,6,3,193
2017-01-13,6,4,142
2017-01-13,6,5,124
2017-01-13,7,1,115
2017-01-13,7,2,242
2017-01-13,7,3,181
2017-01-13,7,4,137
2017-01-13,7,5,111
2017-01-13,8,1,124
2017-01-13,8,2,222
2017-01-13,8,3,179
2017-01-13,8,4,128
2017-01-13,8,5,106
2017-01-13,9,1,131
2017-01-13,9,2,216
2017-01-13,9,3,169
2017-01-13,9,4,134
2017-01-13,9,5,112
2017-01-13,10,1,117
2017-01-13,10,2,221
2017-01-13,10,3,176
2017-01-13,10,4,151
2017-01-13,10,5,117
2017-01-14,1,1,141
2017-01-14,1,2,220
2017-01-14,1,3,181
2017-01-14,1,4,153
2017-01-14,1,5,116
2017-01-14,2,1,116
2017-01-14,2,2,228
2017-01-14,2,3,186
2017-01-14,2,4,129
2017-01-14,2,5,108
2017-01-14,3,1,125
2017-01-14,3,2,235
2017-01-14,3,3,189
2017-01-14,3,4,139
2017-01-14,3,5,107
2017-01-14,4,1,129
2017-01-14,4,2,204
2017-01-14,4,3,177
2017-01-14,4,4,154
2017-01-14,4,5,115
2017-01-14,5,1,117
2017-01-14,5,2,213
2017-01-14,5,3,190
2017-01-14,5,4,144
2017-01-14,5,5,111
2017-01-14,6,1,126
2017-01-14,6,2,224
2017-01-14,6,3,184
2017-01-14,6,4,132
2017-01-14,6,5,105
2017-01-14,7,1,129
2017-01-14,7,2,228
2017-01-14,7,3,186
2017-01-14,7,4,138
2017-01-14,7,5,119
2017-01-14,8,1,120
2017-01-14,8,2,233
2017-01-14,8,3,177
2017-01-14,8,4,139
2017-01-14,8,5,112
2017-01-14,9,1,130
2017-01-14,9,2,223
2017-01-14,9,3,183
2017-01-14,9,4,140
2017-01-14,9,5,115
2017-01-14,10,1,123
2017-01-14,10,2,217
2017-01-14,10,3,184
2017-01-14,10,4,144
2017-01-14,10,5,132
2017-01-15,1,1,118
2017-01-15,1,2,217
2017-01-15,1,3,186
2017-01-15,1,4,135
2017-01-15,1,5,105
2017-01-15,2,1,112
2017-01-15,2,2,217
2017-01-15,2,3,177
2017-01-15,2,4,133
2017-01-15,2,5,111
2017-01-15,3,1,104
2017-01-15,3,2,227
2017-01-15,3,3,179
2017-01-15,3,4,140
2017-01-15,3,5,118
2017-01-15,4,1,126
2017-01-15,4,2,218
2017-01-15,4,3,187
2017-01-15,4,4,156
2017-01-15,4,5,105
2017-01-15,5,1,129
2017-01-15,5,2,214
2017-01-15,5,3,193
2017-01-15,5,4,138
2017-01-15,5,5,107
2017-01-15,6,1,133
2017-01-15,6,2,229
2017-01-15,6,3,178
2017-01-15,6,4,144
2017-01-15,6,5,108
2017-01-15,7,1,111
2017-01-15,7,2,225
2017-01-15,7,3,180
2017-01-15,7,4,136
2017-01-15,7,5,124
2017-01-15,8,1,116
2017-01-15,8,2,224
2017-01-15,8,3,192
2017-01-15,8,4,141
2017-01-15,8,5,107
2017-01-15,9,1,126
2017-01-15,9,2,227
2017-01-15,9,3,190
2017-01-15,9,4,158
2017-01-15,9,5,110
2017-01-15,10,1,125
2017-01-15,10,2,213
2017-01-15,10,3,189
2017-01-15,10,4,145
2017-01-15,10,5,112
2017-01-16,1,1,119
2017-01-16,1,2,221
2017-01-16,1,3,185
2017-01-16,1,4,136
2017-01-16,1,5,111
2017-01-16,2,1,124
2017-01-16,2,2,211
2017-01-16,2,3,175
2017-01-16,2,4,138
2017-01-16,2,5,126
2017-01-16,3,1,117
2017-01-16,3,2,223
2017-01-16,3,3,175
2017-01-16,3,4,137
2017-01-16,3,5,102
2017-01-16,4,1,129
2017-01-16,4,2,213
2017-01-16,4,3,191
2017-01-16,4,4,147
2017-01-16,4,5,113
2017-01-16,5,1,131
2017-01-16,5,2,248
2017-01-16,5,3,187
2017-01-16,5,4,135
2017-01-16,5,5,125
2017-01-16,6,1,125
2017-01-16,6,2,240
2017-01-16,6,3,180
2017-01-16,6,4,154
2017-01-16,6,5,114
2017-01-16,7,1,145
2017-01-16,7,2,221
2017-01-16,7,3,208
2017-01-16,7,4,147
2017-01-16,7,5,120
2017-01-16,8,1,137
2017-01-16,8,2,217
2017-01-16,8,3,191
2017-01-16,8,4,141
2017-01-16,8,5,115
2017-01-16,9,1,124
2017-01-16,9,2,228
2017-01-16,9,3,188
2017-01-16,9,4,139
2017-01-16,9,5,115
2017-01-16,10,1,105
2017-01-16,10,2,232
2017-01-16,10,3,197
2017-01-16,10,4,145
2017-01-16,10,5,101
2017-01-17,1,1,130
2017-01-17,1,2,218
2017-01-17,1,3,185
2017-01-17,1,4,149
2017-01-17,1,5,118
2017-01-17,2,1,132
2017-01-17,2,2,225
2017-01-17,2,3,185
2017-01-17,2,4,150
2017-01-17,2,5,113
2017-01-17,3,1,118
2017-01-17,3,2,227
2017-01-17,3,3,175
2017-01-17,3,4,143
2017-01-17,3,5,103
2017-01-17,4,1,119
2017-01-17,4,2,220
2017-01-17,4,3,176
2017-01-17,4,4,153
2017-01-17,4,5,122
2017-01-17,5,1,134
2017-01-17,5,2,222
2017-01-17,5,3,180
2017-01-17,5,4,150
2017-01-17,5,5,115
2017-01-17,6,1,125
2017-01-17,6,2,203
2017-01-17,6,3,190
2017-01-17,6,4,149
2017-01-17,6,5,114
2017-01-17,7,1,130
2017-01-17,7,2,229
2017-01-17,7,3,178
2017-01-17,7,4,142
2017-01-17,7,5,106
2017-01-17,8,1,136
2017-01-17,8,2,232
2017-01-17,8,3,177
2017-01-17,8,4,149
2017-01-17,8,5,116
2017-01-17,9,1,118
2017-01-17,9,2,225
2017-01-17,9,3,191
2017-01-17,9,4,151
2017-01-17,9,5,132
2017-01-17,10,1,125
2017-01-17,10,2,222
2017-01-17,10,3,188
2017-01-17,10,4,142
2017-01-17,10,5,109
2017-01-18,1,1,117
2017-01-18,1,2,197
2017-01-18,1,3,190
2017-01-18,1,4,131
2017-01-18,1,5,107
2017-01-18,2,1,126
2017-01-18,2,2,222
2017-01-18,2,3,201
2017-01-18,2,4,132
2017-01-18,2,5,132
2017-01-18,3,1,135
2017-01-18,3,2,231
2017-01-18,3,3,196
2017-01-18,3,4,147
2017-01-18,3,5,100
2017-01-18,4,1,128
2017-01-18,4,2,212
2017-01-18,4,3,180
2017-01-18,4,4,143
2017-01-18,4,5,107
2017-01-18,5,1,132
2017-01-18,5,2,222
2017-01-18,5,3,187
2017-01-18,5,4,144
2017-01-18,5,5,115
2017-01-18,6,1,117
2017-01-18,6,2,215
2017-01-18,6,3,183
2017-01-18,6,4,136
2017-01-18,6,5,125
2017-01-18,7,1,113
2017-01-18,7,2,243
2017-01-18,7,3,186
2017-01-18,7,4,145
2017-01-18,7,5,110
2017-01-18,8,1,129
2017-01-18,8,2,222
2017-01-18,8,3,186
2017-01-18,8,4,151
2017-01-18,8,5,119
2017-01-18,9,1,134
2017-01-18,9,2,228
2017-01-18,9,3,176
2017-01-18,9,4,127
2017-01-18,9,5,116
2017-01-18,10,1,126
2017-01-18,10,2,239
2017-01-18,10,3,183
2017-01-18,10,4,147
2017-01-18,10,5,120
2017-01-19,1,1,128
2017-01-19,1,2,231
2017-01-19,1,3,178
2017-01-19,1,4,137
2017-01-19,1,5,112
2017-01-19,2,1,107
2017-01-19,2,2,224
2017-01-19,2,3,179
2017-01-19,2,4,147
2017-01-19,2,5,112
2017-01-19,3,1,116
2017-01-19,3,2,235
2017-01-19,3,3,185
2017-01-19,3,4,151
2017-01-19,3,5,116
2017-01-19,4,1,128
2017-01-19,4,2,213
2017-01-19,4,3,195
2017-01-19,4,4,151
2017-01-19,4,5,114
2017-01-19,5,1,127
2017-01-19,5,2,232
2017-01-19,5,3,181
2017-01-19,5,4,132
2017-01-19,5,5,111
2017-01-19,6,1,126
2017-01-19,6,2,224
2017-01-19,6,3,195
2017-01-19,6,4,137
2017-01-19,6,5,108
2017-01-19,7,1,116
2017-01-19,7,2,228
2017-01-19,7,3,172
2017-01-19,7,4,150
2017-01-19,7,5,107
2017-01-19,8,1,118
2017-01-19,8,2,238
2017-01-19,8,3,194
2017-01-19,8,4,145
2017-01-19,8,5,104
2017-01-19,9,1,140
2017-01-19,9,2,223
2017-01-19,9,3,186
2017-01-19,9,4,152
2017-01-19,9,5,99
2017-01-19,10,1,119
2017-01-19,10,2,224
2017-01-19,10,3,185
2017-01-19,10,4,134
2017-01-19,10,5,117
2017-01-20,1,1,125
2017-01-20,1,2,238
2017-01-20,1,3,193
2017-01-20,1,4,142
2017-01-20,1,5,113
2017-01-20,2,1,133
2017-01-20,2,2,227
2017-01-20,2,3,174
2017-01-20,2,4,161
2017-01-20,2,5,107
2017-01-20,3,1,144
2017-01-20,3,2,228
2017-01-20,3,3,179
2017-01-20,3,4,126
2017-01-20,3,5,121
2017-01-20,4,1,112
2017-01-20,4,2,227
2017-01-20,4,3,200
2017-01-20,4,4,135
2017-01-20,4,5,120
2017-01-20,5,1,118
2017-01-20,5,2,234
2017-01-20,5,3,185
2017-01-20,5,4,144
2017-01-20,5,5,124
2017-01-20,6,1,130
2017-01-20,6,2,218
2017-01-20,6,3,199
2017-01-20,6,4,132
2017-01-20,6,5,117
2017-01-20,7,1,118
2017-01-20,7,2,213
2017-01-20,7,3,175
2017-01-20,7,4,144
2017-01-20,7,5,117
2017-01-20,8,1,133
2017-01-20,8,2,236
2017-01-20,8,3,187
2017-01-20,8,4,141
2017-01-20,8,5,123
2017-01-20,9,1,120
2017-01-20,9,2,212
2017-01-20,9,3,192
2017-01-20,9,4,155
2017-01-20,9,5,108
2017-01-20,10,1,140
2017-01-20,10,2,229
2017-01-20,10,3,188
2017-01-20,10,4,140
2017-01-20,10,5,123
2017-01-21,1,1,113
2017-01-21,1,2,222
2017-01-21,1,3,179
2017-01-21,1,4,134
2017-01-21,1,5,122
2017-01-21,2,1,128
2017-01-21,2,2,231
2017-01-21,2,3,183
2017-01-21,2,4,153
2017-01-21,2,5,115
2017-01-21,3,1,121
2017-01-21,3,2,220
2017-01-21,3,3,169
2017-01-21,3,4,154
2017-01-21,3,5,123
2017-01-21,4,1,148
2017-01-21,4,2,222
2017-01-21,4,3,179
2017-01-21,4,4,131
2017-01-21,4,5,122
2017-01-21,5,1,131
2017-01-21,5,2,237
2017-01-21,5,3,177
2017-01-21,5,4,151
2017-01-21,5,5,111
2017-01-21,6,1,136
2017-01-21,6,2,229
2017-01-21,6,3,172
2017-01-21,6,4,144
2017-01-21,6,5,99
2017-01-21,7,1,115
2017-01-21,7,2,216
2017-01-21,7,3,180
2017-01-21,7,4,143
2017-01-21,7,5,116
2017-01-21,8,1,126
2017-01-21,8,2,225
2017-01-21,8,3,187
2017-01-21,8,4,135
2017-01-21,8,5,115
2017-01-21,9,1,136
2017-01-21,9,2,223
2017-01-21,9,3,189
2017-01-21,9,4,148
2017-01-21,9,5,122
2017-01-21,10,1,127
2017-01-21,10,2,232
2017-01-21,10,3,189
2017-01-21,10,4,150
2017-01-21,10,5,118
2017-01-22,1,1,117
2017-01-22,1,2,216
2017-01-22,1,3,182
2017-01-22,1,4,157
2017-01-22,1,5,114
2017-01-22,2,1,128
2017-01-22,2,2,209
2017-01-22,2,3,187
2017-01-22,2,4,146
2017-01-22,2,5,94
2017-01-22,3,1,127
2017-01-22,3,2,212
2017-01-22,3,3,179
2017-01-22,3,4,153
2017-01-22,3,5,116
2017-01-22,4,1,121
2017-01-22,4,2,221
2017-01-22,4,3,182
2017-01-22,4,4,146
2017-01-22,4,5,105
2017-01-22,5,1,134
2017-01-22,5,2,216
2017-01-22,5,3,171
2017-01-22,5,4,153
2017-01-22,5,5,112
