order_date,customer_id,product_id,order_qty,year,month,day_of_week,is_weekend
2013-01-08,OEM_Automotive,P02,26,2013,1,1,0
2013-01-08,DC_Marmara,P03,13,2013,1,1,0
2013-01-08,DC_Ege,P03,20,2013,1,1,0
2013-01-08,OEM_Automotive,P03,24,2013,1,1,0
2013-01-08,DC_Marmara,P04,9,2013,1,1,0
2013-01-08,DC_Ege,P04,10,2013,1,1,0
2013-01-08,OEM_Automotive,P04,11,2013,1,1,0
2013-01-08,DC_Marmara,P05,10,2013,1,1,0
2013-01-08,DC_Ege,P05,9,2013,1,1,0
2013-01-08,OEM_Automotive,P05,8,2013,1,1,0
2013-01-09,DC_Marmara,P01,12,2013,1,2,0
2013-01-09,DC_Ege,P01,16,2013,1,2,0
2013-01-09,OEM_Automotive,P01,9,2013,1,2,0
2013-01-09,DC_Marmara,P02,34,2013,1,2,0
2013-01-09,DC_Ege,P02,38,2013,1,2,0
2013-01-09,OEM_Automotive,P02,39,2013,1,2,0
2013-01-09,DC_Marmara,P03,16,2013,1,2,0
2013-01-09,DC_Ege,P03,18,2013,1,2,0
2013-01-09,OEM_Automotive,P03,21,2013,1,2,0
2013-01-09,DC_Marmara,P04,11,2013,1,2,0
2013-01-09,DC_Ege,P04,11,2013,1,2,0
2013-01-09,OEM_Automotive,P04,16,2013,1,2,0
2013-01-09,DC_Marmara,P05,7,2013,1,2,0
2013-01-09,DC_Ege,P05,13,2013,1,2,0
2013-01-09,OEM_Automotive,P05,11,2013,1,2,0
2013-01-10,DC_Marmara,P01,9,2013,1,3,0
2013-01-10,DC_Ege,P01,10,2013,1,3,0
2013-01-10,OEM_Automotive,P01,7,2013,1,3,0
2013-01-10,DC_Marmara,P02,27,2013,1,3,0
2013-01-10,DC_Ege,P02,49,2013,1,3,0
2013-01-10,OEM_Automotive,P02,32,2013,1,3,0
2013-01-10,DC_Marmara,P03,15,2013,1,3,0
2013-01-10,DC_Ege,P03,23,2013,1,3,0
2013-01-10,OEM_Automotive,P03,30,2013,1,3,0
2013-01-10,DC_Marmara,P04,16,2013,1,3,0
2013-01-10,DC_Ege,P04,12,2013,1,3,0
2013-01-10,OEM_Automotive,P04,11,2013,1,3,0
2013-01-10,DC_Marmara,P05,8,2013,1,3,0
2013-01-10,DC_Ege,P05,10,2013,1,3,0
2013-01-10,OEM_Automotive,P05,12,2013,1,3,0
2013-01-11,DC_Marmara,P01,9,2013,1,4,0
2013-01-11,DC_Ege,P01,15,2013,1,4,0
2013-01-11,OEM_Automotive,P01,19,2013,1,4,0
2013-01-11,DC_Marmara,P02,28,2013,1,4,0
2013-01-11,DC_Ege,P02,53,2013,1,4,0
2013-01-11,OEM_Automotive,P02,45,2013,1,4,0
2013-01-11,DC_Marmara,P03,24,2013,1,4,0
2013-01-11,DC_Ege,P03,35,2013,1,4,0
2013-01-11,OEM_Automotive,P03,23,2013,1,4,0
2013-01-11,DC_Marmara,P04,19,2013,1,4,0
2013-01-11,DC_Ege,P04,14,2013,1,4,0
2013-01-11,OEM_Automotive,P04,11,2013,1,4,0
2013-01-11,DC_Marmara,P05,10,2013,1,4,0
2013-01-11,DC_Ege,P05,26,2013,1,4,0
2013-01-11,OEM_Automotive,P05,8,2013,1,4,0
2013-01-12,DC_Marmara,P01,7,2013,1,5,1
2013-01-12,DC_Ege,P01,22,2013,1,5,1
2013-01-12,OEM_Automotive,P01,16,2013,1,5,1
2013-01-12,DC_Marmara,P02,39,2013,1,5,1
2013-01-12,DC_Ege,P02,47,2013,1,5,1
2013-01-12,OEM_Automotive,P02,46,2013,1,5,1
2013-01-12,DC_Marmara,P03,19,2013,1,5,1
2013-01-12,DC_Ege,P03,33,2013,1,5,1
2013-01-12,OEM_Automotive,P03,28,2013,1,5,1
2013-01-12,DC_Marmara,P04,9,2013,1,5,1
2013-01-12,DC_Ege,P04,17,2013,1,5,1
2013-01-12,OEM_Automotive,P04,18,2013,1,5,1
2013-01-12,DC_Marmara,P05,8,2013,1,5,1
2013-01-12,DC_Ege,P05,14,2013,1,5,1
2013-01-12,OEM_Automotive,P05,24,2013,1,5,1
2013-01-13,DC_Marmara,P01,10,2013,1,6,1
2013-01-13,DC_Ege,P01,30,2013,1,6,1
2013-01-13,OEM_Automotive,P01,14,2013,1,6,1
2013-01-13,DC_Marmara,P02,28,2013,1,6,1
2013-01-13,DC_Ege,P02,58,2013,1,6,1
2013-01-13,OEM_Automotive,P02,35,2013,1,6,1
2013-01-13,DC_Marmara,P03,19,2013,1,6,1
2013-01-13,DC_Ege,P03,44,2013,1,6,1
2013-01-13,OEM_Automotive,P03,35,2013,1,6,1
2013-01-13,DC_Marmara,P04,8,2013,1,6,1
2013-01-13,DC_Ege,P04,23,2013,1,6,1
2013-01-13,OEM_Automotive,P04,11,2013,1,6,1
2013-01-13,DC_Marmara,P05,11,2013,1,6,1
2013-01-13,DC_Ege,P05,15,2013,1,6,1
2013-01-13,OEM_Automotive,P05,16,2013,1,6,1
2013-01-14,DC_Marmara,P01,12,2013,1,0,0
2013-01-14,DC_Ege,P01,14,2013,1,0,0
2013-01-14,OEM_Automotive,P01,9,2013,1,0,0
2013-01-14,DC_Marmara,P02,30,2013,1,0,0
2013-01-14,DC_Ege,P02,26,2013,1,0,0
2013-01-14,OEM_Automotive,P02,35,2013,1,0,0
2013-01-14,DC_Marmara,P03,15,2013,1,0,0
2013-01-14,DC_Ege,P03,25,2013,1,0,0
2013-01-14,OEM_Automotive,P03,15,2013,1,0,0
2013-01-14,DC_Marmara,P04,5,2013,1,0,0
2013-01-14,DC_Ege,P04,12,2013,1,0,0
2013-01-14,OEM_Automotive,P04,15,2013,1,0,0
2013-01-14,DC_Marmara,P05,5,2013,1,0,0
2013-01-14,DC_Ege,P05,15,2013,1,0,0
2013-01-14,OEM_Automotive,P05,12,2013,1,0,0
2013-01-15,DC_Marmara,P01,5,2013,1,1,0
2013-01-15,DC_Ege,P01,17,2013,1,1,0
2013-01-15,OEM_Automotive,P01,14,2013,1,1,0
2013-01-15,DC_Marmara,P02,27,2013,1,1,0
2013-01-15,DC_Ege,P02,40,2013,1,1,0
2013-01-15,OEM_Automotive,P02,37,2013,1,1,0
2013-01-15,DC_Marmara,P03,12,2013,1,1,0
2013-01-15,DC_Ege,P03,32,2013,1,1,0
2013-01-15,OEM_Automotive,P03,29,2013,1,1,0
2013-01-15,DC_Marmara,P04,14,2013,1,1,0
2013-01-15,DC_Ege,P04,10,2013,1,1,0
2013-01-15,OEM_Automotive,P04,9,2013,1,1,0
2013-01-15,DC_Marmara,P05,10,2013,1,1,0
2013-01-15,DC_Ege,P05,12,2013,1,1,0
2013-01-15,OEM_Automotive,P05,14,2013,1,1,0
2013-01-16,DC_Marmara,P01,7,2013,1,2,0
2013-01-16,DC_Ege,P01,14,2013,1,2,0
2013-01-16,OEM_Automotive,P01,13,2013,1,2,0
2013-01-16,DC_Marmara,P02,19,2013,1,2,0
2013-01-16,DC_Ege,P02,43,2013,1,2,0
2013-01-16,OEM_Automotive,P02,34,2013,1,2,0
2013-01-16,DC_Marmara,P03,26,2013,1,2,0
2013-01-16,DC_Ege,P03,16,2013,1,2,0
2013-01-16,OEM_Automotive,P03,19,2013,1,2,0
2013-01-16,DC_Marmara,P04,7,2013,1,2,0
2013-01-16,DC_Ege,P04,19,2013,1,2,0
2013-01-16,OEM_Automotive,P04,17,2013,1,2,0
2013-01-16,DC_Marmara,P05,6,2013,1,2,0
2013-01-16,DC_Ege,P05,10,2013,1,2,0
2013-01-16,OEM_Automotive,P05,12,2013,1,2,0
2013-01-17,DC_Marmara,P01,16,2013,1,3,0
2013-01-17,DC_Ege,P01,14,2013,1,3,0
2013-01-17,OEM_Automotive,P01,18,2013,1,3,0
2013-01-17,DC_Marmara,P02,29,2013,1,3,0
2013-01-17,DC_Ege,P02,38,2013,1,3,0
2013-01-17,OEM_Automotive,P02,45,2013,1,3,0
2013-01-17,DC_Marmara,P03,14,2013,1,3,0
2013-01-17,DC_Ege,P03,23,2013,1,3,0
2013-01-17,OEM_Automotive,P03,27,2013,1,3,0
2013-01-17,DC_Marmara,P04,11,2013,1,3,0
2013-01-17,DC_Ege,P04,16,2013,1,3,0
2013-01-17,OEM_Automotive,P04,9,2013,1,3,0
2013-01-17,DC_Marmara,P05,7,2013,1,3,0
2013-01-17,DC_Ege,P05,12,2013,1,3,0
2013-01-17,OEM_Automotive,P05,12,2013,1,3,0
2013-01-18,DC_Marmara,P01,7,2013,1,4,0
2013-01-18,DC_Ege,P01,12,2013,1,4,0
2013-01-18,OEM_Automotive,P01,19,2013,1,4,0
2013-01-18,DC_Marmara,P02,29,2013,1,4,0
2013-01-18,DC_Ege,P02,46,2013,1,4,0
2013-01-18,OEM_Automotive,P02,49,2013,1,4,0
2013-01-18,DC_Marmara,P03,21,2013,1,4,0
2013-01-18,DC_Ege,P03,24,2013,1,4,0
2013-01-18,OEM_Automotive,P03,15,2013,1,4,0
2013-01-18,DC_Marmara,P04,7,2013,1,4,0
2013-01-18,DC_Ege,P04,13,2013,1,4,0
2013-01-18,OEM_Automotive,P04,14,2013,1,4,0
2013-01-18,DC_Marmara,P05,10,2013,1,4,0
2013-01-18,DC_Ege,P05,13,2013,1,4,0
2013-01-18,OEM_Automotive,P05,10,2013,1,4,0
2013-01-19,DC_Marmara,P01,18,2013,1,5,1
2013-01-19,DC_Ege,P01,18,2013,1,5,1
2013-01-19,OEM_Automotive,P01,19,2013,1,5,1
2013-01-19,DC_Marmara,P02,44,2013,1,5,1
2013-01-19,DC_Ege,P02,50,2013,1,5,1
2013-01-19,OEM_Automotive,P02,39,2013,1,5,1
2013-01-19,DC_Marmara,P03,13,2013,1,5,1
2013-01-19,DC_Ege,P03,19,2013,1,5,1
2013-01-19,OEM_Automotive,P03,30,2013,1,5,1
2013-01-19,DC_Marmara,P04,9,2013,1,5,1
2013-01-19,DC_Ege,P04,18,2013,1,5,1
2013-01-19,OEM_Automotive,P04,12,2013,1,5,1
2013-01-19,DC_Marmara,P05,8,2013,1,5,1
2013-01-19,DC_Ege,P05,17,2013,1,5,1
2013-01-19,OEM_Automotive,P05,12,2013,1,5,1
2013-01-20,DC_Marmara,P01,15,2013,1,6,1
2013-01-20,DC_Ege,P01,24,2013,1,6,1
2013-01-20,OEM_Automotive,P01,18,2013,1,6,1
2013-01-20,DC_Marmara,P02,34,2013,1,6,1
2013-01-20,DC_Ege,P02,49,2013,1,6,1
2013-01-20,OEM_Automotive,P02,41,2013,1,6,1
2013-01-20,DC_Marmara,P03,21,2013,1,6,1
2013-01-20,DC_Ege,P03,33,2013,1,6,1
2013-01-20,OEM_Automotive,P03,22,2013,1,6,1
2013-01-20,DC_Marmara,P04,20,2013,1,6,1
2013-01-20,DC_Ege,P04,23,2013,1,6,1
2013-01-20,OEM_Automotive,P04,13,2013,1,6,1
2013-01-20,DC_Marmara,P05,9,2013,1,6,1
2013-01-20,DC_Ege,P05,20,2013,1,6,1
2013-01-20,OEM_Automotive,P05,18,2013,1,6,1
2013-01-21,DC_Marmara,P01,8,2013,1,0,0
2013-01-21,DC_Ege,P01,13,2013,1,0,0
2013-01-21,OEM_Automotive,P01,14,2013,1,0,0
2013-01-21,DC_Marmara,P02,15,2013,1,0,0
2013-01-21,DC_Ege,P02,36,2013,1,0,0
2013-01-21,OEM_Automotive,P02,32,2013,1,0,0
2013-01-21,DC_Marmara,P03,18,2013,1,0,0
2013-01-21,DC_Ege,P03,28,2013,1,0,0
2013-01-21,OEM_Automotive,P03,21,2013,1,0,0
2013-01-21,DC_Marmara,P04,15,2013,1,0,0
2013-01-21,DC_Ege,P04,11,2013,1,0,0
2013-01-21,OEM_Automotive,P04,11,2013,1,0,0
2013-01-21,DC_Marmara,P05,4,2013,1,0,0
2013-01-21,DC_Ege,P05,16,2013,1,0,0
2013-01-21,OEM_Automotive,P05,5,2013,1,0,0
2013-01-22,DC_Marmara,P01,7,2013,1,1,0
2013-01-22,DC_Ege,P01,11,2013,1,1,0
2013-01-22,OEM_Automotive,P01,13,2013,1,1,0
2013-01-22,DC_Marmara,P02,29,2013,1,1,0
2013-01-22,DC_Ege,P02,43,2013,1,1,0
2013-01-22,OEM_Automotive,P02,30,2013,1,1,0
2013-01-22,DC_Marmara,P03,20,2013,1,1,0
2013-01-22,DC_Ege,P03,17,2013,1,1,0
2013-01-22,OEM_Automotive,P03,31,2013,1,1,0
2013-01-22,DC_Marmara,P04,11,2013,1,1,0
2013-01-22,DC_Ege,P04,15,2013,1,1,0
2013-01-22,OEM_Automotive,P04,12,2013,1,1,0
2013-01-22,DC_Marmara,P05,9,2013,1,1,0
2013-01-22,DC_Ege,P05,9,2013,1,1,0
2013-01-22,OEM_Automotive,P05,7,2013,1,1,0
2013-01-23,DC_Marmara,P01,9,2013,1,2,0
2013-01-23,DC_Ege,P01,19,2013,1,2,0
2013-01-23,OEM_Automotive,P01,17,2013,1,2,0
2013-01-23,DC_Marmara,P02,21,2013,1,2,0
2013-01-23,DC_Ege,P02,35,2013,1,2,0
2013-01-23,OEM_Automotive,P02,29,2013,1,2,0
2013-01-23,DC_Marmara,P03,14,2013,1,2,0
2013-01-23,DC_Ege,P03,23,2013,1,2,0
2013-01-23,OEM_Automotive,P03,20,2013,1,2,0
2013-01-23,DC_Marmara,P04,7,2013,1,2,0
2013-01-23,DC_Ege,P04,13,2013,1,2,0
2013-01-23,OEM_Automotive,P04,11,2013,1,2,0
2013-01-23,DC_Marmara,P05,6,2013,1,2,0
2013-01-23,DC_Ege,P05,13,2013,1,2,0
2013-01-23,OEM_Automotive,P05,9,2013,1,2,0
2013-01-24,DC_Marmara,P01,8,2013,1,3,0
2013-01-24,DC_Ege,P01,14,2013,1,3,0
2013-01-24,OEM_Automotive,P01,12,2013,1,3,0
2013-01-24,DC_Marmara,P02,33,2013,1,3,0
2013-01-24,DC_Ege,P02,41,2013,1,3,0
2013-01-24,OEM_Automotive,P02,41,2013,1,3,0
2013-01-24,DC_Marmara,P03,20,2013,1,3,0
2013-01-24,DC_Ege,P03,25,2013,1,3,0
2013-01-24,OEM_Automotive,P03,16,2013,1,3,0
2013-01-24,DC_Marmara,P04,8,2013,1,3,0
2013-01-24,DC_Ege,P04,14,2013,1,3,0
2013-01-24,OEM_Automotive,P04,11,2013,1,3,0
2013-01-24,DC_Marmara,P05,12,2013,1,3,0
2013-01-24,DC_Ege,P05,13,2013,1,3,0
2013-01-24,OEM_Automotive,P05,9,2013,1,3,0
2013-01-25,DC_Marmara,P01,14,2013,1,4,0
2013-01-25,DC_Ege,P01,17,2013,1,4,0
2013-01-25,OEM_Automotive,P01,19,2013,1,4,0
2013-01-25,DC_Marmara,P02,29,2013,1,4,0
2013-01-25,DC_Ege,P02,50,2013,1,4,0
2013-01-25,OEM_Automotive,P02,42,2013,1,4,0
2013-01-25,DC_Marmara,P03,21,2013,1,4,0
2013-01-25,DC_Ege,P03,28,2013,1,4,0
2013-01-25,OEM_Automotive,P03,31,2013,1,4,0
2013-01-25,DC_Marmara,P04,12,2013,1,4,0
2013-01-25,DC_Ege,P04,16,2013,1,4,0
2013-01-25,OEM_Automotive,P04,11,2013,1,4,0
2013-01-25,DC_Marmara,P05,5,2013,1,4,0
2013-01-25,DC_Ege,P05,13,2013,1,4,0
2013-01-25,OEM_Automotive,P05,14,2013,1,4,0
2013-01-26,DC_Marmara,P01,12,2013,1,5,1
2013-01-26,DC_Ege,P01,14,2013,1,5,1
2013-01-26,OEM_Automotive,P01,14,2013,1,5,1
2013-01-26,DC_Marmara,P02,33,2013,1,5,1
2013-01-26,DC_Ege,P02,38,2013,1,5,1
2013-01-26,OEM_Automotive,P02,48,2013,1,5,1
2013-01-26,DC_Marmara,P03,17,2013,1,5,1
2013-01-26,DC_Ege,P03,33,2013,1,5,1
2013-01-26,OEM_Automotive,P03,28,2013,1,5,1
2013-01-26,DC_Marmara,P04,5,2013,1,5,1
2013-01-26,DC_Ege,P04,18,2013,1,5,1
2013-01-26,OEM_Automotive,P04,25,2013,1,5,1
2013-01-26,DC_Marmara,P05,7,2013,1,5,1
2013-01-26,DC_Ege,P05,20,2013,1,5,1
2013-01-26,OEM_Automotive,P05,10,2013,1,5,1
2013-01-27,DC_Marmara,P01,12,2013,1,6,1
2013-01-27,DC_Ege,P01,12,2013,1,6,1
2013-01-27,OEM_Automotive,P01,13,2013,1,6,1
2013-01-27,DC_Marmara,P02,32,2013,1,6,1
2013-01-27,DC_Ege,P02,50,2013,1,6,1
2013-01-27,OEM_Automotive,P02,51,2013,1,6,1
2013-01-27,DC_Marmara,P03,17,2013,1,6,1
2013-01-27,DC_Ege,P03,30,2013,1,6,1
2013-01-27,OEM_Automotive,P03,29,2013,1,6,1
2013-01-27,DC_Marmara,P04,13,2013,1,6,1
2013-01-27,DC_Ege,P04,18,2013,1,6,1
2013-01-27,OEM_Automotive,P04,21,2013,1,6,1
2013-01-27,DC_Marmara,P05,18,2013,1,6,1
2013-01-27,DC_Ege,P05,25,2013,1,6,1
2013-01-27,OEM_Automotive,P05,15,2013,1,6,1
2013-01-28,DC_Marmara,P01,11,2013,1,0,0
2013-01-28,DC_Ege,P01,15,2013,1,0,0
2013-01-28,OEM_Automotive,P01,5,2013,1,0,0
2013-01-28,DC_Marmara,P02,16,2013,1,0,0
2013-01-28,DC_Ege,P02,35,2013,1,0,0
2013-01-28,OEM_Automotive,P02,31,2013,1,0,0
2013-01-28,DC_Marmara,P03,14,2013,1,0,0
2013-01-28,DC_Ege,P03,22,2013,1,0,0
2013-01-28,OEM_Automotive,P03,14,2013,1,0,0
2013-01-28,DC_Marmara,P04,7,2013,1,0,0
2013-01-28,DC_Ege,P04,11,2013,1,0,0
2013-01-28,OEM_Automotive,P04,10,2013,1,0,0
2013-01-28,DC_Marmara,P05,9,2013,1,0,0
2013-01-28,DC_Ege,P05,10,2013,1,0,0
2013-01-28,OEM_Automotive,P05,13,2013,1,0,0
2013-01-29,DC_Marmara,P01,6,2013,1,1,0
2013-01-29,DC_Ege,P01,18,2013,1,1,0
2013-01-29,OEM_Automotive,P01,20,2013,1,1,0
2013-01-29,DC_Marmara,P02,35,2013,1,1,0
2013-01-29,DC_Ege,P02,41,2013,1,1,0
2013-01-29,OEM_Automotive,P02,35,2013,1,1,0
2013-01-29,DC_Marmara,P03,15,2013,1,1,0
2013-01-29,DC_Ege,P03,19,2013,1,1,0
2013-01-29,OEM_Automotive,P03,20,2013,1,1,0
2013-01-29,DC_Marmara,P04,13,2013,1,1,0
2013-01-29,DC_Ege,P04,13,2013,1,1,0
2013-01-29,OEM_Automotive,P04,10,2013,1,1,0
2013-01-29,DC_Marmara,P05,9,2013,1,1,0
2013-01-29,DC_Ege,P05,14,2013,1,1,0
2013-01-29,OEM_Automotive,P05,5,2013,1,1,0
2013-01-30,DC_Marmara,P01,9,2013,1,2,0
2013-01-30,DC_Ege,P01,10,2013,1,2,0
2013-01-30,OEM_Automotive,P01,16,2013,1,2,0
2013-01-30,DC_Marmara,P02,29,2013,1,2,0
2013-01-30,DC_Ege,P02,45,2013,1,2,0
2013-01-30,OEM_Automotive,P02,37,2013,1,2,0
2013-01-30,DC_Marmara,P03,14,2013,1,2,0
2013-01-30,DC_Ege,P03,25,2013,1,2,0
2013-01-30,OEM_Automotive,P03,18,2013,1,2,0
2013-01-30,DC_Marmara,P04,8,2013,1,2,0
2013-01-30,DC_Ege,P04,16,2013,1,2,0
2013-01-30,OEM_Automotive,P04,10,2013,1,2,0
2013-01-30,DC_Marmara,P05,9,2013,1,2,0
2013-01-30,DC_Ege,P05,15,2013,1,2,0
2013-01-30,OEM_Automotive,P05,9,2013,1,2,0
2013-01-31,DC_Marmara,P01,13,2013,1,3,0
2013-01-31,DC_Ege,P01,16,2013,1,3,0
2013-01-31,OEM_Automotive,P01,17,2013,1,3,0
2013-01-31,DC_Marmara,P02,27,2013,1,3,0
2013-01-31,DC_Ege,P02,42,2013,1,3,0
2013-01-31,OEM_Automotive,P02,39,2013,1,3,0
2013-01-31,DC_Marmara,P03,24,2013,1,3,0
2013-01-31,DC_Ege,P03,24,2013,1,3,0
2013-01-31,OEM_Automotive,P03,38,2013,1,3,0
2013-01-31,DC_Marmara,P04,19,2013,1,3,0
2013-01-31,DC_Ege,P04,17,2013,1,3,0
2013-01-31,OEM_Automotive,P04,13,2013,1,3,0
2013-01-31,DC_Marmara,P05,13,2013,1,3,0
2013-01-31,DC_Ege,P05,16,2013,1,3,0
2013-01-31,OEM_Automotive,P05,8,2013,1,3,0
2013-02-01,DC_Marmara,P01,11,2013,2,4,0
2013-02-01,DC_Ege,P01,16,2013,2,4,0
2013-02-01,OEM_Automotive,P01,21,2013,2,4,0
2013-02-01,DC_Marmara,P02,30,2013,2,4,0
2013-02-01,DC_Ege,P02,36,2013,2,4,0
2013-02-01,OEM_Automotive,P02,35,2013,2,4,0
2013-02-01,DC_Marmara,P03,22,2013,2,4,0
2013-02-01,DC_Ege,P03,24,2013,2,4,0
2013-02-01,OEM_Automotive,P03,26,2013,2,4,0
2013-02-01,DC_Marmara,P04,21,2013,2,4,0
2013-02-01,DC_Ege,P04,22,2013,2,4,0
2013-02-01,OEM_Automotive,P04,20,2013,2,4,0
2013-02-01,DC_Marmara,P05,8,2013,2,4,0
2013-02-01,DC_Ege,P05,19,2013,2,4,0
2013-02-01,OEM_Automotive,P05,11,2013,2,4,0
